Hugo_Symbol	Entrez_Gene_Id	TCGA-BL-A13J-11	TCGA-BT-A20N-11	TCGA-BT-A20Q-11	TCGA-BT-A20R-11	TCGA-BT-A20U-11	TCGA-BT-A20W-11	TCGA-BT-A2LA-11	TCGA-BT-A2LB-11	TCGA-CU-A0YN-11	TCGA-CU-A0YR-11	TCGA-GC-A3BM-11	TCGA-GC-A3WC-11	TCGA-GC-A6I3-11	TCGA-GD-A2C5-11	TCGA-GD-A3OP-11	TCGA-GD-A3OQ-11	TCGA-K4-A3WV-11	TCGA-K4-A54R-11	TCGA-K4-A5RI-11
CLVS1	157807	2.1907	1.3036	5.1678	6.4068	14.1395	5.1616	21.3502	17.4583	2.9812	4.2176	8.2462	7.8892	40.1262	4.3341	11.901	10.9769	15.3466	3.8949	9.8024
CLVS2	134829	6.6384	1.7498	0	1.1872	0	0	0	0	2.1708	0.5882	1.2775	1.1662	0	0	0.3438	0.3332	0.5252	7.7658	0
CLYBL	171425	143.094	102.362	158.127	157.103	138.76	81.6438	197.046	143.321	146.889	160	96.451	131.778	72.3772	117.624	133.035	109.303	165.966	99.7611	108.058
CMA1	1215	267.748	198.6	189.929	361.298	6.2016	72.3288	1.6878	25.5102	83.9363	190.588	2.555	32.6531	39.8406	15.949	41.9388	15.9955	7.3529	1.1947	381.098
CMAH	8418	260.373	162.73	127.209	278.195	355.039	170.411	23.2068	690.631	104.92	286.471	239.53	250.146	288.845	223.684	164.318	99.9719	127.101	179.809	544.632
CMAS	55907	754.564	646.544	734.099	573.407	3251.16	698.63	769.198	3001.39	776.411	625.294	546.768	737.026	723.772	1117.62	962.874	690.473	926.996	479.689	699.483
CMBL	134147	815.785	369.204	466.431	642.264	179.845	629.589	705.485	197.588	691.028	717.059	539.742	833.236	378.486	511.563	333.792	663.147	559.349	448.029	509.899
CMC1	152100	92.1999	88.364	118.375	109.22	180.62	146.301	124.473	116.883	119.392	90.5882	111.781	102.041	213.147	166.268	114.816	90.6412	98.7395	90.2031	114.329
CMIP	80790	696.294	837.27	552.12	1163.04	2072.09	2174.25	2273.84	3006.03	698.987	1328.82	2094.45	1193	1196.55	1922.25	1875.9	2028.76	1795.17	3001.79	2201.68
CMKLR1	1240	430.758	303.587	458.481	200.633	59.6899	349.041	78.0591	147.495	428.365	417.647	72.1785	258.892	331.341	124.402	169.474	191.28	55.1471	48.3871	449.599
CMPK1	51727	5833.67	5242.34	6213.78	6359.72	7303.1	3309.59	2761.18	5113.64	5297.4	3568.82	2256.7	4172.59	2522.58	4430.62	4497.08	3150.78	1846.11	2550.18	2980.76
CMPK2	129607	75.2351	80.4899	70.6714	89.0384	30.2326	213.699	144.304	38.0334	101.302	128.823	144.357	74.6356	101.594	126.395	495.359	184.282	193.803	102.748	161.605
CMTM1	113540	35.4048	36.7454	46.8198	22.9521	30.2326	91.5068	12.6582	18.0891	84.6599	50	22.9949	52.4781	31.2085	100.478	39.5325	85.9759	42.0168	36.4397	44.8634
CMTM2	146225	10.3264	20.1225	2.6502	4.7487	0.7752	3.8356	5.0633	9.7403	0	0.5882	3.1937	4.6647	73.0412	6.3796	3.0938	2.9992	3.6765	1.1947	35.2153
CMTM3	123920	342.984	444.444	516.784	505.738	194.574	1353.42	1098.31	359.462	489.146	865.882	904.467	702.041	1230.41	606.858	497.422	597.166	704.832	1185.78	1114.83
CMTM4	146223	313.48	296.588	364.841	399.683	329.457	361.644	309.283	344.62	344.428	327.059	870.614	274.636	403.719	790.271	287.384	867.756	905.987	418.16	244.578
CMTM5	116173	25.816	34.1207	20.318	50.2572	8.5271	36.7123	10.9705	16.6976	28.22	74.7059	17.8849	46.0641	10.6242	15.1515	11.6879	16.9952	24.1597	9.5579	34.7329
CMTM6	54918	1290.06	1352.58	1068.9	2104.08	2455.81	3367.67	2293.67	2091.37	1609.26	1820.59	3500.98	1742.27	1655.38	3467.3	2619.46	4266.47	3259.98	3535.24	2960.98
CMTM7	112616	157.846	171.479	71.5548	170.954	106.202	543.014	1834.18	222.171	141.823	300.588	1036.69	490.962	1364.54	684.609	385.7	812.438	1389.18	878.734	988.442
CMTM8	152189	19.9152	13.1234	3.5336	33.6367	73.6434	75.0685	125.317	42.6716	24.602	64.1176	129.666	59.4752	49.1368	174.641	70.471	108.636	84.5588	75.2688	79.1139
CMYA5	202333	311.267	309.711	255.3	453.502	135.659	272.329	829.536	62.1521	231.548	356.471	2116.81	384.257	88.9774	763.955	764.868	1475.59	1435.92	1581.84	301.019
GTSE1-DT	150384	9.5888	10.4987	4.417	3.1658	4.6512	14.7945	10.5485	2.7829	21.7077	11.1765	7.0262	12.2449	12.6162	19.5375	14.0942	14.6625	11.5546	1.7921	9.648
CNBD1	168975	0	0	0	0	0	0	0.8439	0	0	0	0	0.5831	0	0	0	0	0	0	0
CNBP	7555	11437.2	9901.14	10428.4	14205	8680.62	7393.42	8790.72	8014.84	8697.54	11492.4	7638.15	10410.5	7300.8	6898.72	7009.97	6402.2	7953.26	6756.87	8964.48
CNDP1	84735	0.7376	0	0	0	2.3256	2.7397	2.1097	0.9276	0.7236	0.5882	0.6387	1.1662	0	1.5949	0.3438	4.6654	4.7269	0	2.8944
CNDP2	55748	848.977	867.017	496.466	824.693	4237.21	2721.1	7800.42	2653.06	914.616	2155.88	3845.9	2796.5	3543.16	3112.44	6951.53	4684.68	9606.62	4789.13	4358.02
CNFN	84518	2.2128	3.4996	0	1.5829	12910.1	40.5479	56.5401	37148.4	1.4472	4.1176	22.3562	28.5714	138.114	81.3397	86.9715	15.6623	30.9874	16.7264	40.5218
CNGA1	1259	7.376	2.6247	4.417	5.5402	55.814	150.137	657.806	47.7737	3.6179	42.3529	353.866	84.5481	82.3373	214.514	471.296	320.243	1305.67	321.386	135.555
CNGA2	1260	0	0	0	0	0	0.5479	0	0	0	0	0	0	1.328	0	0	0	0	0	0
CNGA3	1261	134.981	61.2423	22.9682	26.9094	0.7752	10.411	0	1.3915	298.119	11.7647	1.2775	30.9038	3.9841	0.7974	0.6875	28.3254	0	4.779	25.0849
CNGA4	1262	8.1136	8.7489	4.417	2.3744	0	1.0959	1.2658	0	2.1708	4.1176	1.9162	11.6618	1.328	3.5885	3.0938	1.9994	5.2521	2.3895	0.4824
CNGB1	1258	0	0	0	0	1.5504	19.726	1.6878	0.9276	0	0.5882	0	1.7493	7.3041	2.7911	0.3438	2.3327	9.979	1.7921	0.4824
CNGB3	54714	0	0	2.6502	1.1872	27.1318	8.2192	2.1097	0	0	0.5882	1.9162	1.1662	4.6481	18.3413	0.6875	4.9986	0	1.1947	2.412
CNIH	10175	1529.04	1498.69	1516.78	2100.91	1543.41	1376.44	1038.4	1217.07	1785.82	1321.76	975.368	1572.59	745.684	980.861	873.496	1084.7	919.118	1216.25	1256.66
CNIH2	254263	2.9504	0.8749	3.5336	3.1658	6.2016	6.0274	11.3924	13.9147	69.4645	2.3529	10.22	1.7493	18.5923	6.7783	8.2503	7.6645	7.3529	8.9606	6.2712
CNIH3	149111	17.7024	33.2458	23.8516	24.535	3.1008	258.63	45.5696	5.102	21.7077	46.4706	128.388	32.07	33.2005	18.3413	11.0003	120.633	18.9076	23.2975	13.5073
CNIH4	29097	840.125	700.787	761.484	614.958	870.543	850.411	849.789	613.636	939.942	696.471	658.549	633.819	761.62	960.128	510.485	600.498	537.815	705.496	669.574
CNKSR1	10256	11.064	6.1242	7.0671	10.2889	509.302	254.247	767.933	349.258	5.0651	97.6471	752.445	260.058	414.343	845.295	881.059	521.853	959.559	752.091	306.325
CNKSR2	22866	22.8656	15.748	24.735	20.5778	0.7752	16.9863	5.0633	2.7829	54.9928	23.5294	14.6912	13.4111	0	1.9936	1.375	3.6656	1.0504	5.9737	2.412
CNKSR3	154043	784.068	2018.37	564.488	2165.81	656.589	256.986	488.608	1262.06	509.407	558.235	440.736	629.154	359.894	407.895	454.108	366.897	439.076	329.749	544.632
CNN1	1264	128333	136159	213077	110893	15558.9	11557.8	4481.43	3221.71	115263	67369.4	7440.78	72914.9	3235.06	1631.58	6375.04	28474.7	5355.57	7906.81	20697.9
CNN2	1265	2401.62	4062.99	1750.88	1946.58	5833.33	4898.63	7873.42	5816.33	1998.55	3338.24	9329.55	4388.92	5905.71	4000	4164.66	2957.5	2907.56	7660.69	4834.63
CNN3	1266	3649.64	5441.82	3804.77	8856.35	3764.34	4179.18	2484.81	10409.1	3505.79	4442.94	4521.06	3032.65	1498.67	2157.1	2946.37	2494.97	2385.5	5446.83	3337.74
CNNM1	26507	253.734	265.092	258.834	182.826	36.4341	110.685	30.8017	31.0761	194.645	202.353	47.2674	232.07	7.3041	30.7018	49.1578	103.971	29.937	16.129	48.7226
CNNM2	54805	160.797	123.36	168.728	103.68	93.0233	203.836	319.409	102.969	144.718	221.765	298.295	198.251	90.9695	210.925	150.223	297.916	237.395	178.614	137.967
CNNM3	26505	752.351	578.303	616.608	476.454	471.318	826.849	661.603	383.117	608.538	767.647	885.305	858.309	614.874	1024.32	594.019	940.069	767.857	572.282	606.862
CNNM4	26504	241.933	253.718	225.265	313.811	798.45	534.247	862.869	830.705	238.784	328.235	1092.26	453.644	443.559	877.193	976.28	1007.05	593.487	1036.44	400.876
CNO	55330	174.811	116.361	168.728	150.376	344.961	259.726	538.397	242.579	183.068	182.941	252.944	231.487	687.915	547.847	297.353	255.262	359.769	318.399	487.708
CNOT10	25904	483.865	396.325	426.678	361.694	440.31	529.863	431.224	481.911	436.324	476.471	461.176	485.714	613.546	573.365	580.612	473.534	539.916	372.76	407.147
CNOT1	23019	3865.03	3828.06	3581	3839.22	5027.95	4157.72	2759.02	6496.8	3945.15	3769.65	3844.93	3405.21	2653.3	3985.61	4652.05	5178.05	4106.13	4114.15	2743.76
CNOT2	4848	995.021	1033.25	996.466	1100.51	1035.66	1195.62	959.072	1132.19	1005.07	1077.06	1254.5	1137.61	1234.4	908.293	1195.94	1283.97	1355.04	1188.17	1041.51
CNOT3	4849	857.09	811.024	802.12	606.648	1178.29	1164.38	1142.19	1179.04	765.557	925.294	1250.67	1117.2	1192.56	1625.2	1277.07	1058.04	1194.33	969.534	1092.64
CNOT4	4850	631.385	529.309	583.922	458.251	546.512	401.644	311.814	516.698	601.303	500	318.096	525.364	190.571	348.884	355.105	450.54	388.656	403.226	306.808
CNOT6	57472	1014.2	820.647	989.399	760.981	1118.6	1176.44	647.257	877.087	974.674	752.941	719.23	776.676	475.432	870.415	879.34	1018.05	863.971	618.877	580.812
CNOT6L	246175	1077.63	880.14	895.76	818.362	726.357	1271.78	1000.42	954.082	924.023	1445.29	1067.99	966.181	1118.86	1389.55	890.684	1459.26	1151.26	956.989	1850.01
CNOT7	29883	1158.03	1237.1	1113.07	1217.65	1331.01	1402.19	1437.13	1255.1	1143.99	1350	1175.3	1222.74	1061.75	1204.55	1311.1	1409.27	1645.48	1154.72	1198.77
CNOT8	9337	1286.37	931.759	988.516	1006.33	807.752	1254.25	1195.78	926.252	1061.51	1318.24	824.624	1155.69	1007.97	1359.25	1231.01	1242.98	1267.33	854.839	1324.19
CNP	1267	2269.7	2153.93	2445.42	2147.21	4305.88	1970.05	1520.62	2583.51	2653.38	2459.86	1587.07	1993.74	2571.75	2629.32	2153.36	1841.29	1866.58	1272.51	1941.88
CNPY1	285888	0	0	0	0	0	0	0	0.9276	0	0	0	0	0	0	0	0	0	0	0
CNPY2	10330	561.313	511.811	465.548	543.332	1108.53	1292.6	1427.85	847.866	570.912	740.588	664.937	769.096	2271.58	1374.8	1062.91	941.069	1624.47	608.124	1380.63
CNPY3	10695	823.898	795.276	760.601	579.739	1304.65	1352.88	2102.11	950.835	861.794	1138.82	1246.2	1330.03	4144.09	2892.34	1526.3	1265.64	1586.66	1089.01	1904.04
CNPY4	245812	344.459	388.451	377.897	392.165	201.55	632.329	355.274	134.044	565.123	504.706	431.794	444.315	411.687	379.984	191.819	396.189	138.655	210.872	398.946
CNR1	1268	159.321	108.486	26.5018	66.482	22.4806	30.6849	36.2869	122.449	61.5051	112.941	30.6599	98.5423	84.9934	58.2137	41.2513	14.3293	18.3824	29.8686	76.7019
CNR2	1269	1.4752	13.1234	0	0	17.0543	5.4795	0	44.0631	4.3415	15.2941	0.6387	65.3061	49.8008	27.9107	1.375	0.6665	1.0504	1.7921	39.557
CNRIP1	25927	691.868	662.292	628.092	753.463	172.093	792.329	194.515	213.358	665.702	806.471	443.291	830.321	377.158	263.158	215.194	389.224	182.773	269.415	582.259
CNST	163882	2084.46	1675.42	1342.76	1220.82	445.736	779.726	438.397	744.898	1180.17	1268.24	798.435	1307.29	481.408	679.825	664.49	908.078	751.576	520.311	677.775
CNTD1	124817	18.676	13.1146	20.7155	10.1266	39.5194	11.5233	16.0506	15.7699	15.275	14.8824	18.4598	20.5423	39.1036	25.9051	28.4496	21.4806	29.958	35.227	43.1653
CNTD2	79935	0.7376	0	1.7668	1.1872	0.7752	3.2877	12.2363	0.4638	2.8944	2.3529	2.555	2.3324	10.6242	15.1515	0.3438	0.9997	1.5756	2.9869	1.4472
CNTF	1270	11.064	10.4987	8.189	17.2062	5.5504	6.5753	4.3797	11.7904	14.4718	10.5882	5.6338	4.6647	3.3201	7.177	4.4689	9.514	1.5756	34.6476	2.412
CNTFR	1271	116.541	69.9913	94.523	160.665	5.4264	54.7945	8.4388	20.4082	42.6918	308.824	31.2987	91.5452	12.6162	23.5247	69.4397	9.664	315.651	37.6344	43.4162
CNTLN	54875	429.283	440.945	400.177	598.734	142.636	263.014	106.329	118.275	539.797	334.706	193.541	356.268	130.81	62.201	101.753	203.943	77.7311	84.2294	155.816
CNTN1	1272	3464.5	3251.09	2855.12	5114.76	511.628	770.959	16.8776	100.649	3644.72	2188.82	345.563	1928.86	7.3041	101.675	108.285	735.46	86.1345	431.9	199.714
CNTN2	6900	11.8016	26.2467	8.8339	47.8829	15.5039	37.8082	9.7046	35.7143	8.6831	30	14.0525	16.9096	21.2483	17.9426	7.219	32.6575	16.8067	16.7264	28.9441
CNTN3	5067	218.329	160.98	200.53	211.318	29.4574	214.247	104.641	13.4508	176.556	147.647	239.53	123.032	11.9522	325.758	53.9704	256.928	562.5	204.301	127.837
CNTN4	152330	155.633	111.111	192.579	141.274	23.2558	429.041	93.2489	79.3135	178.003	280.588	286.798	134.111	59.761	100.478	58.4393	297.916	69.8529	181.004	135.073
CNTN5	53942	0	0	0	0.3957	3.1008	2.1918	0.4219	0	0	1.7647	1.9162	0	0	0.7974	0	1.333	0	2.3895	0
CNTN6	27255	0.7376	1.7498	0.8834	0.7915	0	0	0	0	0.7236	0.5882	0	0.5831	0	0	0	5.6651	4.7269	0	0.4824
CNTNAP1	8506	413.055	1129.48	342.756	1639.89	396.899	618.082	159.072	193.414	1653.4	564.118	281.049	405.248	221.78	164.274	163.63	480.532	235.294	271.804	477.578
CNTNAP2	26047	3.688	10.4987	7.9505	98.1401	284.496	46.0274	3.3755	17.1614	9.4067	82.9412	3.8325	24.4898	7.3041	29.5056	4.1251	7.9978	15.7563	4.779	6.2712
CNTNAP3	79937	85.5615	85.7393	56.5371	77.5623	117.829	69.0411	36.2869	107.607	164.255	75.2941	44.7124	62.9738	49.1368	13.9553	56.033	76.9784	39.3908	32.8554	35.2153
CNTNAP4	85445	6.6384	6.1242	7.9505	11.0803	0	0	2.5316	1.3915	7.9595	1.7647	0.6387	1.1662	0	59.8086	0.3438	2.3327	2.6261	0.5974	2.412
CNTNAP5	129684	0	0	0	0	0	1.0959	2.5316	0	0	0.5882	0.6387	2.3324	0	1.5949	0.6875	47.9865	13.6555	4.779	0
CNTROB	116840	547.298	578.303	608.657	664.029	724.031	566.027	910.548	675.325	881.331	695.294	838.676	711.953	768.26	517.943	909.247	705.802	880.777	859.02	732.286
COASY	80347	632.86	600.175	606.007	458.251	1953.49	1103.56	1274.68	1309.37	675.832	755.294	910.216	937.609	2073.71	1811	1695.08	1194.66	1688.55	1026.88	1263.89
COBL	23242	168.173	168.854	94.523	178.868	35.6589	102.466	27.0042	666.512	97.6845	150	65.791	142.857	59.761	78.1499	96.253	132.296	121.323	86.6189	114.812
COBLL1	22837	843.813	1267.72	1197	619.311	2634.88	926.027	778.481	2153.06	792.33	1145.29	1910.5	985.423	345.286	773.923	2206.6	2059.75	1416.49	1843.49	884.243
COBRA1	25920	1433.16	1257.22	1685.51	1028.1	1455.04	1459.73	1786.92	1554.27	1427.64	1397.65	1313.9	1636.15	3137.45	1658.29	1868.34	1240.65	1799.89	1231.78	1673.45
COCH	1690	8.5709	37.0166	17.6678	35.4135	13.9535	142.899	69.038	50.6076	59.7106	77.6471	76.4518	82.3382	121.036	273.409	10.8182	34.4603	121.565	30.2389	77.0444
COG1	9382	1069.39	999.921	1147.36	764.274	681.333	704.296	559.013	531.512	860.818	1082.74	700.375	887.189	294.004	691.79	804.641	691.709	864.107	487.587	626.544
COG2	22796	565.001	510.061	536.219	407.202	489.147	568.219	410.548	406.308	452.967	611.765	525.69	565.598	507.304	640.75	722.585	448.207	726.891	405.615	469.86
COG3	83548	696.294	629.921	694.346	502.968	768.217	529.315	474.262	600.186	505.065	660.588	615.753	667.055	412.351	644.338	731.179	935.404	936.975	689.367	561.034
COG4	25839	1276.78	1083.99	1216.43	978.235	1437.98	1455.34	1555.27	1806.59	1424.75	1412.35	1039.24	1379.01	2376.49	1783.09	1682.37	1422.6	1812.5	879.331	1059.35
COG5	10466	865.941	846.789	789.744	925.014	724.992	794.077	676.814	700.979	781.31	821.871	799.642	745.825	326.461	893.038	1136.22	1006.27	756.633	857.742	577.537
COG6	57511	462.475	475.94	461.131	472.893	487.597	539.726	366.245	442.486	446.454	488.824	535.271	502.624	124.834	911.483	549.33	737.126	571.429	407.407	305.843
COG7	91949	418.956	426.947	468.198	445.192	550.388	469.041	828.27	625.232	397.974	441.765	715.398	627.988	497.344	643.142	811.275	671.145	713.76	476.105	462.623
COG8	84342	400.848	325.652	368.048	204.333	332.419	395.392	292.498	251.118	375.203	347.641	297.12	378.729	209.03	496.144	321.519	384.399	373.865	132.467	270.237
COIL	8161	328.232	243.22	342.756	222.794	453.488	391.781	362.025	352.505	398.697	362.353	469.48	346.356	238.38	676.635	399.106	464.869	554.097	419.952	366.143
COL10A1	1300	0.7376	4.3745	1.7668	5.1444	0.7752	11.5068	0.4219	0.4638	13.7482	6.4706	7.0262	3.4985	1.992	3.1898	2.0626	3.6656	1.0504	4.779	4.824
COL11A1	1301	3.688	0.8749	0	2.7701	0	8.2192	5.0633	0	2.1708	10	31.2987	5.2478	13.2802	5.9809	7.219	5.9983	0	13.1422	5.7888
COL11A2	1302	0.7376	4.3745	3.5336	5.5402	3.876	1.6438	3.7975	11.1317	6.5123	12.9412	16.6074	10.4956	21.2483	9.1707	11.0003	9.9972	8.9286	20.3106	7.236
COL12A1	1303	2949.66	3525.81	5745.58	2077.17	229.457	4142.47	916.878	368.738	4349.49	2155.29	2871.81	979.592	1286.85	819.378	952.561	3302.74	451.681	6182.8	1370.02
COL13A1	1305	32.4544	48.119	29.1519	152.355	4.6512	455.89	175.106	29.2208	9.4067	85.2941	481.616	57.7259	120.186	93.7002	15.1255	368.563	40.9664	290.323	123.977
COL14A1	7373	5278.26	5665.79	5241.17	6495.45	702.326	14736.4	1207.59	3597.87	16043.4	9477.06	5130.42	5921.28	3356.57	3001.2	4448.95	6432.53	1115.02	4714.46	9565.55
COL15A1	1306	2063.8	3131.23	3538.87	3680.65	391.473	4655.89	903.375	1317.72	5480.46	2716.47	1402.69	1542.86	1528.55	1043.46	853.214	2942.84	580.357	944.444	3174.2
COL16A1	1307	2841.23	2405.95	3795.94	3140.48	714.729	2962.74	1728.27	983.766	3286.54	2871.18	4858.96	3089.21	3652.72	1662.28	1759.71	4467.41	1362.92	4197.13	3513.33
COL17A1	1308	1.4752	0	2.6502	5.1444	1140.31	3338.08	3175.11	2511.13	5.0651	639.412	4146.75	726.531	320.717	572.568	1511.17	2413.32	1276.79	4285.54	1334.32
COL18A1	80781	8815.78	8007	13159	9899.09	1644.19	4990.14	2118.57	3265.31	9162.81	6499.41	2547.33	9078.13	7636.12	1836.92	2436.23	5115.56	3119.22	2766.43	7479.16
COL19A1	1310	334.132	944.882	635.159	1448.75	91.4729	94.7945	6.3291	11.5955	421.852	355.294	0	487.464	9.9602	8.3732	26.1258	47.9865	1.0504	14.9343	47.7578
COL1A1	1277	18260.7	48436.6	57626.3	54289.7	5451.16	117012	10257	12803.3	326950	39958.2	35259.5	47128.9	74131.5	21602.5	79274.6	138141	3165.44	21993.4	63623
COL1A2	1278	30156	46468.1	55062.7	47360.9	4103.88	113362	17468.8	15575.1	223844	60533.5	62485.5	50525.4	41397.1	24738.8	52371.3	101078	5280.46	33787.9	66268
COL20A1	57642	0	0	0	3.1658	0.7752	0	0	0	0.7236	3.5294	0	0	0	0	1.0313	0.3332	0	0	0
COL21A1	81578	697.031	626.422	863.074	962.01	113.178	350.137	28.692	108.07	541.245	830.588	247.196	735.277	88.9774	65.7895	107.941	161.288	90.3361	92.5926	174.63
COL22A1	169044	0	1.7498	0.8834	0.7915	6.2016	34.5205	214.768	4.1744	0	10.5882	13.4137	44.898	260.956	1.5949	11.0003	2.9992	8.4034	523.298	164.017
COL23A1	91522	16.2272	19.2476	4.417	34.4282	10.0775	78.9041	19.8312	49.6289	4.3415	25.2941	27.4662	24.4898	163.347	11.9617	21.6569	20.6609	13.1303	14.9343	71.8779
COL24A1	255631	87.0367	49.8688	37.9859	170.162	24.031	74.5205	28.692	11.1317	30.3907	59.4118	350.034	71.137	11.9522	35.8852	22.6882	78.6446	40.4412	117.085	50.1698
COL25A1	84570	8.1136	7.874	15.0177	33.241	0.7752	17.5342	0.8439	20.872	7.2359	38.8235	11.4975	16.3265	0	4.386	2.4063	5.9983	4.7269	8.9606	4.3416
COL27A1	85301	23.6032	118.985	75.0883	136.525	291.473	189.041	42.1941	102.505	33.2851	119.412	327.678	111.953	20.5843	44.2584	159.849	382.559	286.24	294.504	81.5259
COL28A1	340267	205.053	237.095	59.1873	260.784	34.8837	121.644	42.616	78.8497	120.116	174.706	36.4086	52.4781	37.1846	55.8214	25.0945	141.294	43.5924	55.5556	35.6977
COL29A1	256076	0	0	0	0	1.5504	1027.4	73.4177	78.8497	0	44.7059	299.573	54.8105	15.9363	69.7767	176.349	98.9722	5.7773	80.6452	130.249
COL2A1	1280	0	0	0	0	0	1.6438	1.2658	0	0	0	0	0	2.656	1.1962	0	0.6665	0.5252	2.3895	0
COL3A1	1281	21540.8	48469.8	51810.1	56023.3	5637.98	96050.4	9313.5	9949.91	281329	32178.8	26093.5	29052.5	32425	14499.2	60944.3	85094.1	3419.64	14043	44761.6
COL4A1	1282	16607.8	19441.8	22880.7	24289.7	2820.93	9480	808.861	2674.86	42442.1	10585.9	1301.13	10120.7	3300.8	1325.36	2998.62	5039.25	819.853	2619.47	4936.9
COL4A2	1284	24912.4	28500.4	38567.1	29019.4	4326.36	13033.4	1786.08	3054.73	55014.5	16538.2	2165.99	16398.8	6050.46	2072.57	4474.39	8085.4	2060.4	2602.75	8118.34
COL4A3	1285	109.165	147.857	68.0212	63.3162	17.8295	23.5616	3.3755	19.0167	172.938	30	39.6024	97.9592	52.4568	25.9171	20.2819	64.9818	28.3613	51.374	46.3106
COL4A3BP	10087	1714.18	1417.32	1222.61	1225.56	1157.36	1237.81	1048.52	1431.82	1314.04	1557.65	1518.94	1512.54	372.51	1575.36	1421.11	1699.52	1604.52	1296.89	861.087
COL4A4	1286	646.137	1019.25	414.311	793.431	55.814	122.74	21.097	44.0631	2395.8	247.059	60.6811	299.709	126.162	106.459	231.351	248.93	60.9244	72.8793	228.659
COL4A5	1287	2951.13	3976.38	3529.15	4891.57	906.977	2877.81	1245.57	493.043	4035.46	3464.71	4349.24	3544.02	411.023	1354.07	1644.21	3608.65	882.878	3783.75	1506.54
COL4A6	1288	5624.93	7938.76	7681.1	10403.6	1272.87	2708.49	1056.54	285.25	9140.38	5374.12	3185.44	5031.49	661.355	712.121	809.9	3492.69	387.605	1894.27	1206
COL5A1	1289	2983.59	4725.28	5376.33	5374.75	821.705	10375.9	1555.7	1754.64	22542	3678.82	3955.13	3871.72	3658.7	1820.57	4031.97	9945.87	754.727	2704.3	5879.52
COL5A2	1290	2723.95	3654.42	3020.32	4414.72	578.295	5278.9	678.059	1013.91	10045.6	3106.47	2070.18	2213.41	1942.23	1039.87	2112.07	2763.56	309.349	1547.79	2719.78
COL5A3	50509	264.06	386.702	206.714	652.157	106.202	416.438	94.0928	225.881	671.491	506.471	288.714	213.994	532.537	74.9601	231.351	426.214	70.9034	160.096	361.319
COL6A1	1291	23582.5	34887.1	27342.8	37888.4	6103.1	23662.5	6614.77	5768.55	52976.8	19662.9	13395.2	22959.2	15216.5	6553.03	8997.59	19817.1	3614.5	14530.5	22379.1
COL6A2	1292	49187.5	53405.1	65975.3	62612.2	11433.3	40585.8	13665.8	10248.6	99340.1	37550	21561.6	42865.9	36903.7	13132	14520.1	29704	6336.66	20059.1	45464.8
COL6A3	1293	27058.1	32753.3	29699.6	37538.6	3955.04	49322.7	7624.47	6738.87	91369	25634.1	13011.9	19219.2	8486.06	5940.99	8650.4	25974.7	1557.25	10299.9	22244.5
COL6A4P2	646300	0	0	6.1837	0	0	2.1918	5.4852	3.7106	1.4472	1.1765	45.3511	9.3294	5.3121	4.386	2.0626	38.9891	1.5756	39.4265	6.7536
COL6A6	131873	9.5888	12.2485	7.9505	59.3589	0.7752	5.4795	1.2658	2.7829	52.822	11.1765	0.6387	0.5831	19.2563	0.7974	3.7814	3.3324	2.1008	7.7658	3.3768
COL7A1	1294	20.6528	107.612	242.933	110.408	2484.5	766.575	300	1088.13	70.1881	150.588	1725.26	441.399	4159.36	252.392	1032.31	1053.04	649.16	965.352	742.899
COL8A1	1295	624.009	303.587	548.587	134.151	17.0543	725.48	79.3249	111.317	1073.81	412.941	717.953	120.7	65.7371	143.939	91.4404	506.858	38.8655	432.497	320.797
COL8A2	1296	1971.6	2017.5	2695.23	963.989	235.659	734.247	103.376	143.785	2141.82	1184.12	414.548	922.449	167.331	139.553	201.1	763.452	185.399	204.898	406.183
COL9A1	1297	2.9504	7.874	2.6502	7.1231	0.7752	20.8219	37.1308	7.885	6.5123	2.3529	251.667	5.2478	0	5.9809	16.1568	89.9747	1.0504	523.895	21.7081
COL9A2	1298	81.1359	184.602	154.594	140.087	121.705	153.973	695.781	73.2839	106.368	229.412	687.932	433.236	379.814	262.36	457.546	426.88	1017.86	1105.14	379.65
COL9A3	1299	36.1424	65.6168	17.6678	96.9529	48.062	38.9041	96.6245	62.1521	26.0492	32.9412	49.8223	28.5714	118.858	274.721	40.5638	59.9832	70.3782	46.595	90.2092
COLEC10	10584	0	0	8.8339	0.3957	0	7.6712	4.6414	0.4638	5.7887	1.1765	6.3875	1.1662	2.656	5.9809	1.0313	3.6656	2.6261	2.3895	0.9648
COLEC11	78989	46.4687	33.2458	88.3392	125.445	46.5116	99.1781	195.359	64.0074	105.644	194.118	456.705	86.8805	409.031	70.1754	36.0949	64.3153	13.6555	219.235	210.81
COLEC12	81035	2127.97	2179.35	811.837	1981.01	389.923	1444.93	361.181	237.941	2404.49	1874.12	1101.2	995.335	227.756	375.997	313.51	1160.01	188.025	833.931	1211.31
COLQ	8292	54.5823	44.6194	70.4064	24.9307	26.3566	37.1507	34.5992	27.3655	20.2605	74.7059	58.7648	86.2974	112.882	33.0941	66.0021	79.1811	69.8529	51.9713	64.1595
COMMD10	51397	340.771	388.451	375.442	461.417	306.977	380.822	259.494	258.813	401.592	324.118	175.017	334.694	108.234	332.935	285.665	311.579	273.635	192.354	303.913
COMMD1	150684	258.897	276.465	227.915	331.223	348.837	271.781	434.177	372.449	287.988	260.588	226.756	277.551	634.13	385.168	250.945	169.619	240.021	164.875	276.416
