Hugo_Symbol	Entrez_Gene_Id	TCGA-BL-A13J-11	TCGA-BT-A20N-11	TCGA-BT-A20Q-11	TCGA-BT-A20R-11	TCGA-BT-A20U-11	TCGA-BT-A20W-11	TCGA-BT-A2LA-11	TCGA-BT-A2LB-11	TCGA-CU-A0YN-11	TCGA-CU-A0YR-11	TCGA-GC-A3BM-11	TCGA-GC-A3WC-11	TCGA-GC-A6I3-11	TCGA-GD-A2C5-11	TCGA-GD-A3OP-11	TCGA-GD-A3OQ-11	TCGA-K4-A3WV-11	TCGA-K4-A54R-11	TCGA-K4-A5RI-11
	100130426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	100133144	2.5521	3.8933	5.4594	16.4583	34.4264	5.2219	11.346	38.256	4.3054	8.7471	21.0084	3.1837	0	6.0128	17.7621	40.8452	8.3088	13.7216	1.5099
UBE2Q2P2	100134869	8.5119	5.7305	10.4417	7.681	19.062	1.3534	3.4219	25.7514	1.4834	6.5471	9.6515	2.6472	5.3121	10.7337	19.364	19.138	19.5273	18.5364	14.4093
HMGB1P1	10357	117.499	103.911	148.825	100.954	162.705	128.981	118.392	124.842	180.514	131.312	127.698	145.633	95.2855	119.143	149.797	128.447	142.857	128.644	139.12
	10431	619.583	738.408	679.329	786.704	1132.56	1032.88	1158.65	1143.32	687.41	690.588	697.513	697.376	1551.79	556.22	1018.91	646.485	895.483	903.823	836.967
	136542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	155060	128.342	115.486	119.258	120.697	120.93	54.7945	82.7004	91.3729	66.5702	153.529	259.332	272.886	291.501	94.4976	250.602	253.262	313.55	270.609	187.172
RNU12-2P	26823	0.7376	0	0	0.3957	0.7752	0.5479	0	0.4638	0	0	0	0	0	0	0	0.3332	0	0	0
SSX9P	280660	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3987	0	0	0	0	0
	317712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EZHIP	340602	0.7376	0	0	0.7915	0.7752	2.7397	4.2194	0	2.8944	0	0	1.1662	2.656	1.9936	0	0	0.5252	0	1.9296
EFCAB8	388795	0.7376	0	0	0.7915	0.7752	0.5479	0	0.4638	0.7236	0.5882	1.2775	6.9971	3.3201	1.9936	2.0626	1.333	1.5756	4.1816	2.8944
SRP14P1	390284	1.4752	3.4996	5.3004	5.1444	6.9767	3.8356	3.7975	6.0297	1.4472	7.6471	11.4975	11.0787	0.664	21.1324	7.9065	5.3318	9.979	4.779	4.3416
	391343	0	0	0	0	0	0	0	0	0	0	0	0	0.664	3.1898	0	0	0	0	0
TRIM75P	391714	0	0	0	0	0.7752	0	0.4219	0	0	0	0	0	0	0	0	0.3332	0	0	0
SPATA31B1P	404770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REXO1L6P	441362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDR16C6P	442388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	553137	0	0	0	0	0.7752	0	0.8439	0.9276	0	0	0	0	0	0	0.6875	0.9997	0.5252	5.9737	0
	57714	456.574	401.575	350.707	463.791	193.023	461.918	108.439	169.759	426.194	301.765	269.552	182.507	93.6255	263.955	396.012	581.503	163.865	295.699	223.834
	645851	2.2128	0.8749	0	3.1658	10.0775	7.6712	0.8439	2.3191	2.8944	6.4706	13.4137	5.8309	8.6321	5.1834	10.3128	17.6617	15.7563	23.2975	4.3416
	652919	42.6185	26.0542	35.2562	79.7388	0	2.1918	0	0.9137	25.3256	0	10.8459	5.2187	0	12.3006	50.2441	30.5714	0	0	0
HSPB1P1	653553	1278.26	2159.23	1708.48	1125.84	6722.48	642.74	2027.43	4007.42	1062.95	968.823	884.666	953.936	1636.79	2061.8	1927.12	639.82	1028.89	358.423	790.174
PPBPP1	728045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	728603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD20A20P	728788	2.2128	4.3745	0	0.7915	2.3256	1.0959	0.4219	1.3915	0.7236	0	0.6387	1.7493	0	0	1.0313	0	1.0504	0	0.4824
	729884	0	0	0	0	8806.2	76.7123	1173.84	19086.3	4.3415	28.2353	751.807	4.0816	3.3201	23.5247	2336.54	1122.02	123.95	983.274	26.5321
GTPBP6	8225	553.199	640.42	641.343	557.578	690.698	467.945	1074.68	608.998	523.155	522.353	845.702	527.697	1782.87	526.316	660.021	686.474	997.899	831.541	854.816
EFCAB12	90288	1.4752	0.8749	0.8834	1.1872	0.7752	2.7397	2.1097	0.9276	0.7236	1.7647	1.9162	2.9155	14.6082	1.9936	1.0313	2.3327	0.5252	1.7921	5.3064
A1BG	1	19.9152	13.9983	3.5336	22.9086	31.7829	35.8685	28.27	40.7699	14.4718	27.0588	27.0829	45.1662	379.774	54.5335	21.6638	25.0463	44.3067	10.7527	135.015
A1CF	29974	0	0	0	0.3957	0	0	0	0	0	0	0	0	0	1.1962	0	0.3332	0	0	0
A2BP1	54715	0	0	0	0.3957	0	10.411	8.0169	1.3915	0.7236	1.7647	31.9374	0	1.328	3.1898	0.3438	15.329	14.1807	13.1422	3.3768
A2LD1	87769	41.2539	54.8469	55.2739	54.5548	60.155	63.5178	52.4684	74.9165	91.1577	40.7941	78.4255	57.621	89.0239	147.843	77.4905	129.974	70.1418	33.8232	80.6045
A2M	2	35276.1	54673.6	31100.6	59156.5	27120.1	173726	27797.4	30808.4	59332.7	56159.2	60484.8	38265	46328.8	20249.5	17636.9	37817	8306.13	34322.6	82397.9
A2ML1	144568	0.7376	0	0	1.1872	35975.2	38.3562	43.4599	30820.5	0.7236	4.1176	10.22	243.149	100.93	157.496	1769.34	412.884	26.7857	75.8662	7.236
A4GALT	53947	744.975	1314.96	1060.07	2015.43	1805.43	969.863	3233.76	1303.8	1021.71	1246.47	1237.26	1145.77	1771.58	1338.92	2089.38	1089.36	1518.38	1409.2	1714.46
A4GNT	51146	0	0	0	0	0	0	0	0.4638	0.7236	0.5882	1.2775	3.4985	0	0	0	1.333	1.0504	1.1947	0
AAA1	404744	0	0	0	0	0	0.5479	0	0	0	0.5882	0.6387	0	0	0.3987	0	0.3332	0	0	0
AAAS	8086	486.078	419.073	601.59	450.732	660.465	677.26	622.363	574.675	638.929	669.412	630.444	663.557	806.109	574.561	680.99	580.17	711.135	556.75	550.421
AACS	65985	388.715	343.832	307.421	318.955	1399.22	562.74	519.409	865.492	486.975	396.471	404.327	362.099	620.85	605.263	335.854	506.858	575.105	431.9	359.389
AACSL	729522	0	0	0	0	21.7054	0	0	1.3915	0	0	0.6387	0	0.664	0	0	0.6665	0	0	0
AADAC	13	16.2272	9.6238	1.7668	1.9786	1090.7	70.137	7.173	22.2635	19.5369	1.1765	84.3147	4.0816	387.118	224.482	5.1564	141.96	1.5756	63.9188	9.1656
AADACL2	344752	29.504	4.3745	7.9505	3.5615	199.225	5.4795	0.4219	5.5659	7.9595	5.8824	2.555	4.0816	0	51.0367	0.6875	5.9983	0	3.5842	10.1304
AADACL3	126767	0	0	0	0	0	0.5479	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL4	343066	0	0	1.7668	0.7915	0.7752	4.3836	0	0	5.7887	5.8824	0	4.6647	1.328	0	0.6875	1.333	0	0	0.9648
AADAT	51166	148.257	134.733	145.76	182.034	21.7054	126.027	154.43	31.5399	82.4891	131.765	147.551	169.679	59.0969	137.958	90.7528	222.271	148.109	84.8268	111.435
AAGAB	79719	597.455	735.783	756.184	635.14	1087.6	1015.34	1297.47	1251.86	693.922	679.412	857.2	650.146	1171.98	1507.97	1235.82	1075.03	1339.29	1003.58	917.529
AAK1	22848	1029.69	915.136	1047.7	799.763	793.798	999.452	1163.29	878.015	1203.33	932.941	1067.99	828.571	970.784	926.635	1010.66	1439.6	1038.34	1014.34	849.028
AAMP	14	2278.44	2303.59	2469.96	2850.81	3174.42	2346.85	4027.85	2877.09	1957.31	2732.35	2893.53	2587.76	2934.93	2605.26	3797.87	2537.62	3667.02	3046	3009.22
AANAT	15	1.4752	0	0	0	0	0	0	0	0	0	0.6387	2.3324	5.3121	1.1962	0.6875	0	0	1.1947	1.9296
AARS	16	3690.21	3432.2	4187.28	3172.14	2254.26	2587.95	2214.35	1332.56	3293.78	3732.35	1863.87	2718.37	2139.44	2106.46	2029.22	2335.68	1986.87	1408.6	1851.94
AARS2	57505	282.5	342.931	257.067	226.355	664.271	358.904	371.308	546.846	307.518	361.176	436.891	366.764	342.63	420.243	530.756	515.519	571.392	351.255	316.446
AARSD1	80755	902.821	1007.87	1219.96	910.566	712.403	647.123	718.144	563.08	1084.66	952.353	546.768	773.761	1217.8	547.448	397.731	621.825	735.294	493.429	628.087
AASDH	132949	205.053	272.966	210.247	194.302	199.225	243.288	205.907	179.963	196.093	247.059	309.154	300.291	177.955	352.871	338.261	410.551	318.803	154.719	173.182
AASDHPPT	60496	550.249	481.19	514.134	416.7	910.077	784.11	501.688	545.422	544.862	613.529	656.633	556.268	314.741	740.829	685.803	829.767	764.706	434.887	627.123
AASS	10157	382.076	326.334	187.279	428.967	877.519	464.658	567.089	626.623	202.605	457.059	620.224	507.872	201.859	588.915	779.993	678.809	530.987	803.465	533.537
AATF	26574	1613.13	1244.97	1619.26	1432.13	1139.53	1282.19	2002.11	1428.57	1095.51	1447.06	1341.37	1310.79	2209.16	1672.65	1089.38	896.748	1323	1476.7	1521.01
AATK	9625	44.9935	131.234	26.5018	158.291	27.907	78.3562	31.6456	105.288	47.7569	112.477	60.6811	63.5569	123.506	62.201	67.0333	36.9896	57.7731	94.3847	171.793
ABAT	18	162.272	148.731	92.7562	91.8085	724.806	371.507	1337.55	381.725	99.8553	388.824	759.471	390.671	146.082	1725.28	1073.22	1634.54	1516.28	861.41	309.702
ABCA10	10349	49.5667	26.2467	24.735	24.1393	11.6279	41.0959	43.038	11.1317	27.4964	112.353	180.766	167.347	45.8167	36.2839	46.4077	114.968	78.7815	212.664	69.9483
ABCA1	19	3809.68	2919.5	1909.89	4962.69	1272.09	933.134	424.051	444.341	1884.86	1829.39	1176.57	2116.01	369.19	973.278	713.64	2414.98	1008.4	547.79	1210.35
ABCA11P	79963	54.4569	61.776	84.4346	77.7681	56.0388	60.789	31.9325	36.3265	76.7149	75.1353	100.188	72.3848	38.5325	38.2815	60.0481	106.034	104.795	53.3453	51.7376
ABCA12	26154	0	0	0	0.3957	894.574	21.3699	6.7511	291.744	1.4472	0	10.8587	19.242	3.3201	15.949	181.162	10.3304	2.1008	8.3632	1.9296
ABCA13	154664	0	0	0	0	360.465	25.2055	11.3924	9.2764	0.7236	1.1765	6.3875	7.5802	13.2802	61.4035	73.5648	143.96	53.5714	23.8949	3.3768
ABCA17P	650655	1.4752	6.1242	1.7668	2.7701	0.7752	1.0959	7.173	3.2468	3.6179	2.9412	3.1937	5.2478	7.3041	3.1898	1.7188	6.998	9.979	1.7921	1.4472
ABCA2	20	1068.78	832.021	1351.59	903.838	458.915	850.411	384.388	459.184	1319.1	1210	996.447	963.265	915.007	326.954	591.612	1080.03	788.865	920.55	806.576
ABCA3	21	791.444	658.793	1199.65	510.091	115.504	240.548	118.987	135.436	988.423	613.529	158.41	471.137	355.91	115.63	115.847	389.557	246.323	80.6452	251.331
ABCA4	24	26.5536	17.4978	5.3004	12.6632	52.7132	6.0274	10.9705	13.4508	13.7482	12.3529	3.8325	4.0816	59.0969	15.5502	6.8752	0.9997	1.5756	1.1947	77.6667
ABCA5	23461	169.5	96.238	117.491	240.601	812.403	308.493	446.413	611.781	76.7004	269.412	897.441	301.458	163.347	474.88	753.18	707.468	485.819	770.609	239.271
ABCA6	23460	859.303	348.207	351.59	284.131	10.8527	254.794	329.958	70.9647	376.99	682.353	743.503	523.032	101.594	215.311	105.191	460.537	132.878	960.573	572.611
ABCA7	10347	26.5536	55.993	29.1519	43.5299	714.729	250.959	244.304	388.219	41.9682	124.706	337.259	303.79	1367.2	645.933	621.176	377.894	215.336	441.458	299.572
ABCA8	10351	1377.84	835.521	539.753	1054.21	45.7364	1418.08	283.966	289.425	696.816	1877.06	1906.66	613.411	205.843	457.735	100.034	1044.71	480.042	1624.85	715.885
ABCA9	10350	1062.88	710.411	590.989	391.373	13.1783	330.959	25.7384	25.0464	450.796	768.235	234.421	661.808	45.1527	78.9474	95.9092	181.616	33.6134	280.167	406.183
ABCB10	23456	500.092	560.805	585.689	491.888	349.612	422.466	121.941	310.761	753.98	447.647	343.647	463.557	209.163	406.3	343.761	383.892	265.756	266.428	448.634
ABCB11	8647	0.7376	0.8749	0	0	0	5.4795	1.2658	2.3191	0	1.1765	3.1937	1.7493	0	0.7974	9.9691	4.6654	0	1.1947	2.8944
ABCB1	5243	58.2703	60.3675	29.1519	164.226	36.4341	745.206	186.076	177.644	72.3589	211.177	314.264	148.105	150.066	217.305	132.004	285.253	297.794	302.27	215.634
ABCB4	5244	40.568	38.4952	93.6396	83.1025	13.1783	44.3836	45.9916	12.0594	133.864	69.4118	34.4924	60.6414	61.753	55.0239	23.032	45.6538	11.5546	32.2581	52.0994
ABCB5	340273	72.2847	41.9948	27.3852	80.3324	0	111.781	5.4852	2.3191	39.7974	61.1765	11.4975	78.1341	11.2882	3.1898	19.9381	8.6642	0.5252	14.3369	29.4265
ABCB6	10058	713.612	549.825	617.739	630.479	3209.74	589.233	1390.73	568.669	636.852	707.171	857.615	629.615	603.898	512.99	1090.15	893.379	949.706	550.49	716.343
ABCB7	22	489.766	435.695	431.095	605.065	311.628	372.603	460.76	478.2	506.512	561.765	406.882	550.437	278.885	421.85	376.418	370.229	402.836	387.694	324.174
ABCB8	11194	326.019	448.819	386.926	422.24	784.496	608.219	383.122	691.095	515.195	464.118	351.95	465.306	1128.82	283.094	595.737	428.546	337.71	329.749	541.737
ABCB9	23457	46.4687	30.035	46.2014	30.8033	91.0155	60.5534	59.827	65.1623	81.1939	113.3	65.7272	76.0991	275.677	104.709	80.8422	84.433	91.313	17.9211	52.0801
ABCC10	89845	362.899	295.713	397.526	184.013	531.008	426.301	405.485	380.798	295.224	391.765	541.658	478.134	334.661	689.793	700.241	889.084	776.26	414.576	430.785
ABCC11	85320	0	0	0	0	3.876	0	14.346	1.8553	2.1708	0.5882	3.8325	2.9155	9.2961	2.3923	4.4689	2.9992	11.5546	5.9737	0.9648
ABCC12	94160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC13	150000	0	0	0	0	2.3256	0.5479	1.2658	4.1744	0	0	0	5.2478	5.9761	0.3987	0.6875	5.3318	0	0	0.9648
ABCC1	4363	2434.08	1809.27	1864.84	1605.86	5118.6	2153.42	1550.21	2048.7	2002.17	1388.82	1476.79	1716.62	1555.11	1578.15	1309.38	1892.47	909.664	1535.24	1617.49
ABCC2	1244	21.3904	9.6238	27.3852	26.5137	31.7829	12.0548	3.3755	6.4935	23.8784	58.2353	22.9949	80.4665	24.5684	7.5758	15.1255	15.329	4.2017	16.7264	36.1801
ABCC3	8714	18.44	29.7463	8.8339	18.9949	954.264	1295.89	1796.62	229.592	7.2359	348.824	2796.44	1188.34	771.58	1400.72	1661.4	3021.48	3264.71	5858.42	2084.46
ABCC4	10257	736.124	702.537	1318.9	999.604	141.085	1364.38	2284.81	213.822	1179.45	1145.88	2806.66	810.496	306.773	1491.23	773.805	3508.35	1629.2	3043.61	1187.67
ABCC5	10057	564.263	363.08	534.452	394.539	2877.52	1032.33	4321.94	1405.38	470.333	1013.53	3039.16	1437.32	1264.28	2687	2958.06	4340.45	3308.3	11025.1	1654.64
ABCC6	368	4.4256	3.4996	0.8834	23.7436	1.5504	12.6027	7.173	13.4508	7.9595	10.5882	14.6912	9.3294	7.3041	15.949	14.7817	13.3296	13.6555	5.3763	5.7888
ABCC6P1	653190	1.4752	0	0	0.7915	0	0	0.4219	0	0.7236	1.1765	0	0.5831	1.992	0.7974	0	1.9994	1.0504	0.5974	0
ABCC6P2	730013	0.7376	1.7498	2.6502	6.3316	0	6.5753	5.4852	1.3915	3.6179	4.7059	10.8587	5.8309	3.3201	3.1898	2.7501	7.6645	5.7773	1.7921	3.8592
ABCC8	6833	8.8512	6.9991	4.417	2.7701	5.4264	25.7534	1.6878	5.5659	7.9595	23.5294	3.8325	17.4927	8.6321	0.7974	2.4063	4.6654	81.4076	2.9869	12.5425
ABCC9	10060	1269.41	1181.1	682.862	2075.98	157.364	711.233	55.2743	117.811	1323.44	1185.29	295.102	689.213	71.7131	78.1499	145.067	278.922	81.4076	137.395	234.93
ABCD1	215	839.388	800.525	1000	821.132	244.961	352.877	301.266	128.015	894.356	721.177	347.479	626.239	393.758	265.949	345.479	466.869	382.878	314.815	463.588
ABCD2	225	126.129	122.485	145.76	90.2256	13.9535	55.3425	4.6414	8.3488	161.36	110.588	19.1624	72.3032	14.6082	27.512	11.0003	48.9862	22.584	7.1685	31.8385
ABCD3	5825	955.928	910.761	1023.85	1027.31	2074.42	2526.03	1407.59	2224.03	1140.38	931.177	1221.92	1148.11	1284.2	2193.38	1766.59	1756.84	2015.76	1584.83	873.148
ABCD4	5826	438.872	354.331	404.594	374.357	497.674	601.644	604.219	476.345	384.949	495.882	628.528	636.152	1119.52	586.523	749.055	725.796	883.929	417.563	811.883
ABCE1	6059	1038.54	1249.34	1030.04	1936.68	1842.64	1591.78	1114.77	1954.55	892.185	1119.41	1425.69	1037.9	712.483	1663.08	1517.7	1286.97	1287.82	2107.53	1401.86
ABCF1	23	1971.6	2177.6	2189.93	1982.59	1382.95	1968.77	2758.65	2317.25	2206.22	1898.24	2047.19	1882.8	2291.5	1834.13	2244.07	1701.52	1936.97	3017.32	2051.66
ABCF2	10061	1238.43	1379.7	1361.31	1383.85	1228.68	1517.26	1406.75	1581.17	1070.91	1071.18	1065.43	1071.72	1375.83	988.437	1181.16	987.056	1129.73	1839.31	1255.69
ABCF3	55324	647.612	600.175	625.442	406.411	1227.13	815.342	1535.87	1424.86	548.481	801.177	866.142	926.531	1511.95	1425.84	1330.7	929.406	1290.97	1120.07	1122.55
ABCG1	9619	672.69	550.306	251.767	350.613	244.961	367.123	1471.73	429.963	364.689	1025.29	1115.89	774.344	620.85	1399.92	499.484	885.085	788.34	1388.29	1011.6
ABCG2	9429	78.1855	27.9965	13.2509	67.6692	210.077	286.027	172.996	167.44	60.7815	131.765	565.931	81.6327	39.8406	130.383	92.4716	327.575	245.273	256.272	124.46
ABCG4	64137	2.9504	0.8749	1.7668	2.7701	49.6124	11.5068	5.4852	13.4508	2.1708	2.3529	3.1937	1.1662	3.9841	3.1898	2.0626	4.3321	6.3025	1.7921	4.3416
ABCG5	64240	0	1.7498	1.7668	0	0	1.6438	0	0	0	0.5882	4.4712	1.7493	1.992	0.3987	0.3438	2.3327	0	0	1.9296
ABCG8	64241	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3987	0	0.3332	0	0	0
ABHD10	55347	592.292	353.456	540.636	343.095	486.822	594.52	437.131	269.481	601.303	688.823	470.757	586.589	691.235	447.368	424.545	552.511	641.807	208.483	350.706
ABHD11	83451	148.257	124.234	189.046	122.675	765.116	334.247	2111.81	475.881	175.108	215.882	1481.26	429.154	1124.17	456.14	1961.84	586.169	838.235	1509.56	697.071
ABHD12	26090	657.201	605.424	558.304	447.171	1664.34	1276.16	3864.56	2098.79	608.538	922.353	1431.43	903.207	1667.99	2379.98	1369.2	1939.46	2997.37	2344.09	1662.36
ABHD12B	145447	0	1.7498	1.7668	0	11.6279	0.5479	2.1097	4.6382	0.7236	5.2941	3.8325	0	0	7.177	11.3441	5.6651	3.6765	6.5711	1.9296
ABHD13	84945	447.723	405.949	377.209	377.918	460.465	541.37	614.768	678.108	427.641	455.294	615.753	424.49	253.652	1001.2	610.519	614.827	493.697	854.839	592.872
ABHD14A	25864	259.635	231.846	253.534	243.372	237.008	355.162	546.198	181.846	296.671	521.706	337.412	354.781	531.208	528.975	222.946	339.571	331.008	302.867	495.977
ABHD14B	84836	1464.13	1286.96	1106.01	1379.5	2261.24	1354.52	3285.65	1531.08	1047.76	2189.41	2223.48	1693.88	2475.43	2116.83	2026.81	1907.46	2521.53	1602.15	2005.35
ABHD15	116236	219.067	156.605	197.88	96.1615	162.791	372.055	528.27	205.473	277.135	265.882	519.302	289.213	274.236	1257.97	363.011	574.172	482.668	405.615	429.82
ABHD1	84696	2.9504	0.8749	4.417	2.3744	2.3256	2.7397	0.8439	2.3191	1.4472	4.1176	4.4712	8.7464	4.6481	3.5885	3.4376	3.3324	4.2017	4.1816	1.4472
ABHD2	11057	2450.3	2572.18	1852.47	5976.26	7862.02	2933.7	3075.53	2798.24	1864.69	2853.53	7093.3	1590.67	1149.4	7641.55	3367.82	4922.62	4754.2	10221.6	3039.13
ABHD3	171586	97.3631	98.8626	69.788	75.5837	741.861	244.384	212.658	298.701	158.466	152.353	284.243	216.91	170.651	532.297	330.698	261.26	230.042	296.296	306.808
ABHD4	63874	1643.37	1119.86	1597.17	1117.93	2263.57	1176.99	607.173	700.835	970.333	1350	587.648	1205.25	422.975	612.042	795.462	934.404	1122.9	604.54	708.166
ABHD5	51099	519.27	706.912	508.834	1388.6	1613.18	653.151	1089.45	1237.94	577.424	415.882	992.615	575.51	780.876	902.711	971.812	763.119	602.416	2369.77	745.793
ABHD6	57406	264.06	233.596	272.085	211.714	350.388	245.48	148.523	562.616	228.654	251.765	161.603	279.883	192.563	320.973	202.819	195.945	167.017	185.783	193.926
ABHD8	79575	280.288	215.223	364.841	179.264	172.868	206.027	198.312	89.0538	336.469	288.235	198.012	314.286	310.093	361.643	182.881	202.943	227.416	96.1768	251.331
ABI1	10006	1224.07	1014.87	1084.58	1083.33	2085.23	1419.73	1280.35	2898.12	1022.43	1299.75	1775.66	1424.81	845.352	2131.4	1936.4	1485.06	1644.09	2502.39	1574.56
ABI2	10152	1976.77	2272.09	2320.67	2740.8	676.744	1521.64	797.89	666.048	2442.11	1897.65	1314.54	1545.19	598.274	1033.49	823.307	1421.27	1019.96	1157.71	841.309
ABI3	51225	84.0863	84.8644	37.1025	133.755	125.581	333.699	171.308	294.063	78.8712	254.118	224.201	227.988	895.75	213.716	223.101	163.287	149.16	160.096	535.466
ABI3BP	25890	3758.07	3410.32	3196.11	3978.24	260.465	4330.96	262.447	704.545	5368.31	4462.94	1249.39	2818.08	666.003	1001.2	1066.69	1866.14	232.668	1339.9	2387.89
ABL1	25	8992.07	9746.28	8770.32	16044.7	2303.88	4044.38	1572.57	2315.4	9029.67	7801.18	3271.67	6408.75	1271.58	1451.75	2038.16	3137.12	2048.32	4257.47	4893
ABL2	27	907.985	1861.77	572.438	2561.54	332.558	833.973	554.43	862.709	604.197	888.235	1305.6	776.093	1383.8	466.906	323.479	519.521	402.311	1431.9	1064.66
ABLIM1	3983	6714.36	3622.05	5682.86	3399.68	15237.2	3663.01	4847.68	19281.5	3402.32	4100	8644.82	3443.15	1958.83	3589.31	5136.47	6026.31	5391.28	13616.5	4331.49
ABLIM2	84448	52.3695	48.9939	45.9364	87.0598	309.302	74.5205	47.2574	405.844	34.7323	101.765	37.6861	67.6385	152.058	21.1324	41.2513	25.6595	14.7059	36.4397	56.9234
ABLIM3	22885	3623.82	1600.17	1971.73	1367.23	746.512	742.466	797.468	1019.02	1526.77	1534.12	503.334	1956.85	759.628	699.761	1313.85	1166.34	1573	752.091	759.783
ABO	28	8.8512	5.2493	3.5336	10.2889	219.38	96.9863	92.4051	385.9	7.2359	18.8235	84.3147	68.8047	5.9761	147.528	113.441	414.884	243.697	82.4373	47.2754
ABP1	26	4.4256	0.8749	0	0.7915	25.5814	41.6438	12.6582	104.824	7.2359	10	1.2775	82.2157	336.653	49.8405	44.0014	4.9986	77.7311	23.8949	320.315
ABR	29	2391.3	1971.13	3027.39	1649.39	4227.13	2182.47	3304.64	4320.04	1906.66	2880	3922.55	3165.01	1656.04	1700.56	4444.14	4908.62	4888.66	3056.15	2467.49
ABRA	137735	8.1136	169.729	3.5336	13.4547	4.6512	2.7397	0.8439	5.5659	0	6.4706	1.2775	11.0787	1.328	3.1898	6.5315	0.9997	4.7269	2.3895	4.824
ABT1	29777	429.283	362.205	462.014	373.17	881.395	640.548	832.49	823.284	438.495	558.823	707.094	551.604	944.223	932.217	754.555	585.502	880.252	938.471	1074.79
ABTB1	80325	1211.14	844.269	1096.29	695.291	341.861	549.589	786.076	497.681	622.287	1114.71	662.382	1356.27	2662.68	665.471	642.833	595.833	639.706	523.895	1123.51
ABTB2	25841	158.584	166.229	279.152	155.52	96.124	168.767	155.696	102.969	80.3184	173.529	141.163	162.099	90.3054	108.852	88.3465	281.254	159.139	242.533	217.563
ACAA1	30	750.138	608.924	653.71	674.713	1840.31	1492.6	2937.13	2315.86	765.557	974.118	1697.15	1483.38	3768.92	1144.74	3022	1997.11	3085.61	2176.82	1851.94
ACAA2	10449	2780.75	1552.93	2060.95	2462.21	335.659	1129.86	1232.49	344.62	2486.25	1690	709.01	1844.31	982.072	873.605	311.791	921.075	735.294	292.712	1069.49
ACACA	31	3344.27	3075.24	2726.15	3492.68	2106.98	1728.22	1162.45	1357.61	3392.91	2080	1696.51	2169.1	832.669	2218.1	1405.64	2319.35	1785.19	1296.89	699.483
ACACB	32	3993.36	2945.76	3693.46	4098.54	320.93	836.712	426.16	401.67	2301.74	2565.29	931.933	3181.34	645.418	467.703	546.58	1193.66	796.744	567.503	881.348
ACAD10	80724	336.345	354.331	342.756	364.86	355.814	434.521	582.279	413.729	369.754	470	628.528	511.953	772.908	442.185	662.771	704.469	712.71	432.497	471.307
ACAD11	84129	435.921	311.461	255.3	285.319	284.496	169.315	189.452	223.098	227.207	320.588	313.625	467.055	199.867	280.702	291.509	413.55	318.277	313.62	269.18
ACAD8	27034	435.183	404.2	416.961	289.276	358.139	238.904	240.928	268.089	402.315	424.118	251.667	527.114	302.125	352.073	401.512	501.859	571.954	242.533	360.837
ACAD9	28976	731.698	719.151	750.883	698.623	1501.53	891.507	1008.02	1329.76	792.33	903.529	797.158	751.604	1207.84	807.799	929.529	993.448	1129.72	913.381	804.646
ACADL	33	12.5392	4.3745	7.9505	15.829	1.5504	9.3151	16.0338	7.4212	1.4472	16.4706	19.8012	25.656	0.664	23.9234	7.219	28.3254	63.5504	11.3501	14.4721
ACADM	34	1180.9	1533.68	1323.32	1514.84	1216.28	1078.36	1387.34	1385.9	1039.8	1239.41	1202.76	1118.37	431.607	1352.07	2196.63	1657.53	1519.96	1221.62	1075.76
ACADS	35	623.271	410.324	704.064	512.07	672.093	351.781	587.342	382.189	573.806	600.588	397.301	555.685	1404.38	363.238	632.52	430.546	612.395	314.815	677.775
ACADSB	36	952.24	955.381	832.155	982.984	824.031	564.384	656.118	541.28	692.475	856.471	781.189	836.152	208.499	491.228	888.965	1319.96	1064.6	844.086	518.1
ACADVL	37	5380.73	4757.61	5121	4980.58	9600.76	4437.23	9602.53	7567.7	4557.85	4779.38	7214.01	6506.1	7782.2	3213.7	7226.54	6070.93	8420.67	13340.5	8391.36
ACAN	176	2.9504	23.622	17.6678	30.8666	19.3798	63.5616	21.9409	56.5863	20.2605	192.941	18.5237	23.9067	52.4568	15.5502	69.0959	17.6617	3.6765	37.6344	60.3002
ACAP1	9744	22.128	68.2415	11.4841	22.5564	247.287	259.178	174.262	339.054	22.4313	221.177	152.022	510.787	4156.04	466.507	158.817	153.957	100.84	203.106	978.794
ACAP2	23527	1188.27	1141.73	1127.21	1215.28	1706.2	1513.97	590.295	1764.38	1056.44	1490	1149.75	1007.58	494.024	1352.87	969.405	1441.26	1000.53	865.591	875.56
