Hugo_Symbol	Entrez_Gene_Id	TCGA-BL-A13J-11	TCGA-BT-A20N-11	TCGA-BT-A20Q-11	TCGA-BT-A20R-11	TCGA-BT-A20U-11	TCGA-BT-A20W-11	TCGA-BT-A2LA-11	TCGA-BT-A2LB-11	TCGA-CU-A0YN-11	TCGA-CU-A0YR-11	TCGA-GC-A3BM-11	TCGA-GC-A3WC-11	TCGA-GC-A6I3-11	TCGA-GD-A2C5-11	TCGA-GD-A3OP-11	TCGA-GD-A3OQ-11	TCGA-K4-A3WV-11	TCGA-K4-A54R-11	TCGA-K4-A5RI-11
	100130426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	100133144	-1.299	-0.9102	-0.5733	0.6334	1.4922	-0.6187	0.2129	1.6168	-0.8121	-0.0739	0.9145	-1.1004	-2.8373	-0.4735	0.7208	1.6943	-0.1298	0.4265	-1.7205
UBE2Q2P2	100134869	-0.0167	-0.4981	0.2404	-0.1439	1.022	-1.9606	-1.0828	1.4225	-1.8858	-0.3387	0.1408	-1.3509	-0.5874	0.2755	1.0428	1.0273	1.0539	0.985	0.6548
HMGB1P1	10357	-0.6341	-1.4209	0.8813	-1.6057	1.4536	-0.0366	-0.5856	-0.2457	2.1208	0.0782	-0.1007	0.7421	-1.9752	-0.5451	0.923	-0.0632	0.6187	-0.0534	0.4486
	10431	-1.1485	-0.4776	-0.7965	-0.2352	1.1587	0.8062	1.2459	1.1949	-0.7512	-0.7336	-0.6954	-0.6962	2.3638	-1.5609	0.7541	-0.9859	0.2601	0.2956	0.0016
	136542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	155060	-0.2938	-0.4934	-0.4327	-0.41	-0.4064	-1.897	-1.1237	-0.9357	-1.5319	0.0454	1.04	1.1368	1.2622	-0.8723	0.975	0.995	1.4007	1.1209	0.421
RNU12-2P	26823	1.1759	-4.0238	-4.0238	-0.8861	1.3774	0.0879	-4.0238	-0.4378	-4.0238	-4.0238	-4.0238	-4.0238	-4.0238	-4.0238	-4.0238	-1.3173	-4.0238	-4.0238	-4.0238
SSX9P	280660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	317712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EZHIP	340602	-1.072	-2.4806	-2.4806	-0.9942	-1.0175	0.882	1.7319	-2.4806	0.9854	-2.4806	-2.4806	-0.51	0.8243	0.3147	-2.4806	-2.4806	-1.4044	-2.4806	0.2596
EFCAB8	388795	-0.7911	-1.9425	-1.9425	-0.7274	-0.7465	-1.032	-1.9425	-1.1484	-0.8079	-0.9784	-0.2272	2.3903	1.107	0.3426	0.3901	-0.177	0.0292	1.4859	0.8908
SRP14P1	390284	-1.533	-0.5411	0.0175	-0.0241	0.4091	-0.4216	-0.4347	0.1993	-1.5519	0.543	1.1543	1.0977	-2.1921	2.1028	0.5921	0.0258	0.9393	-0.1258	-0.2564
	391343	-2.1029	-2.1029	-2.1029	-2.1029	-2.1029	-2.1029	-2.1029	-2.1029	-2.1029	-2.1029	-2.1029	-2.1029	-1.0	1.0	-2.1029	-2.1029	-2.1029	-2.1029	-2.1029
TRIM75P	391714	-3.298	-3.298	-3.298	-3.298	1.3813	-3.298	-0.4281	-3.298	-3.298	-3.298	-3.298	-3.298	-3.298	-3.298	-3.298	-0.9533	-3.298	-3.298	-3.298
SPATA31B1P	404770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
REXO1L6P	441362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SDR16C6P	442388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	553137	-1.6014	-1.6014	-1.6014	-1.6014	-0.415	-1.6014	-0.3365	-0.2447	-1.6014	-1.6014	-1.6014	-1.6014	-1.6014	-1.6014	-0.5197	-0.1688	-0.7288	2.4135	-1.6014
	57714	1.029	0.7721	0.5011	1.0604	-0.692	1.0523	-1.8406	-0.9482	0.8912	0.2006	-0.0251	-0.8038	-2.1323	-0.067	0.7442	1.5132	-1.0187	0.16	-0.3964
	645851	-1.0317	-1.763	-2.6166	-0.6789	0.6492	0.3166	-1.7857	-0.9875	-0.7704	0.1142	1.0067	-0.0073	0.4593	-0.1426	0.6777	1.3575	1.2112	1.7158	-0.3413
	652919	0.8216	0.3893	0.6543	1.3788	-2.5951	-1.5448	-2.5951	-2.0077	0.3646	-2.5951	-0.358	-0.9412	-2.5951	-0.2532	0.9674	0.5291	-2.5951	-2.5951	-2.5951
HSPB1P1	653553	-0.0494	0.7456	0.3905	-0.2419	2.4683	-1.0914	0.6501	1.6836	-0.329	-0.4696	-0.6073	-0.493	0.3255	0.6756	0.5731	-1.0983	-0.3784	-1.9756	-0.7785
PPBPP1	728045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	728603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANKRD20A20P	728788	0.997	2.4142	-2.2178	-0.6119	1.092	-0.1796	-1.2483	0.1838	-0.7183	-2.2178	-0.8574	0.5678	-2.2178	-2.2178	-0.2658	-2.2178	-0.2401	-2.2178	-1.1335
	729884	-1.9605	-1.9605	-1.9605	-1.9605	1.4579	-0.3223	0.6998	1.749	-1.3299	-0.6902	0.5323	-1.3487	-1.4098	-0.7563	0.9587	0.6828	-0.1436	0.6332	-0.7128
GTPBP6	8225	-0.7148	-0.2554	-0.2509	-0.6901	-0.0182	-1.2399	1.3698	-0.4133	-0.89	-0.8948	0.6174	-0.8629	2.9598	-0.8711	-0.1608	-0.0374	1.137	0.5644	0.6511
EFCAB12	90288	-0.2449	-0.7706	-0.7621	-0.479	-0.874	0.5363	0.1871	-0.7181	-0.9299	-0.0355	0.0655	0.6232	3.2407	0.1151	-0.619	0.3182	-1.1613	-0.0168	1.5254
A1BG	1	-0.4488	-0.8198	-2.1548	-0.2995	0.0527	0.1837	-0.0738	0.323	-0.7851	-0.1209	-0.12	0.4347	2.7889	0.6408	-0.3592	-0.204	0.4137	-1.0919	1.6403
A1CF	29974	-2.0829	-2.0829	-2.0829	-0.603	-2.0829	-2.0829	-2.0829	-2.0829	-2.0829	-2.0829	-2.0829	-2.0829	-2.0829	1.4093	-2.0829	-0.8063	-2.0829	-2.0829	-2.0829
A2BP1	54715	-1.6336	-1.6336	-1.6336	-1.3036	-1.6336	0.7761	0.543	-0.7706	-1.0947	-0.627	1.8253	-1.6336	-0.7972	-0.2156	-1.3411	1.1308	1.0586	0.9885	-0.1724
A2LD1	87769	-1.3156	-0.5351	-0.5138	-0.5498	-0.281	-0.1312	-0.6569	0.324	0.8665	-1.3462	0.4505	-0.3994	0.801	2.208	0.4173	1.8501	0.1423	-1.8568	0.5262
A2M	2	-0.1565	0.5436	-0.3578	0.6695	-0.5766	2.3909	-0.5372	-0.3729	0.6743	0.5865	0.705	-0.0265	0.279	-1.0434	-1.2641	-0.0454	-2.4672	-0.2003	1.199
A2ML1	144568	-1.2639	-1.4515	-1.4515	-1.1858	2.1095	-0.2048	-0.1634	2.0571	-1.2667	-0.8972	-0.6308	0.4147	0.1182	0.2681	1.0872	0.5939	-0.323	0.0224	-0.7357
A4GALT	53947	-1.9248	-0.1799	-0.8417	1.1319	0.7939	-1.1148	2.5847	-0.2061	-0.9549	-0.3442	-0.367	-0.6029	0.7357	-0.1244	1.2426	-0.758	0.2619	0.0327	0.635
A4GNT	51146	-2.3322	-2.3322	-2.3322	-2.3322	-2.3322	-2.3322	-2.3322	-1.1602	-0.6577	-0.9094	0.1993	2.2929	-2.3322	-2.3322	-2.3322	0.2734	-0.1237	0.0854	-2.3322
AAA1	404744	-5.1356	-5.1356	-5.1356	-5.1356	-5.1356	0.4278	-5.1356	-5.1356	-5.1356	0.7551	1.1536	-5.1356	-5.1356	-0.8629	-5.1356	-1.4736	-5.1356	-5.1356	-5.1356
AAAS	8086	-1.3668	-2.321	0.0053	-1.8525	0.6064	0.768	0.2239	-0.2893	0.393	0.693	0.3069	0.6365	1.8895	-0.2905	0.8034	-0.228	1.0823	-0.4932	-0.5668
AACS	65985	-0.551	-0.8845	-1.1886	-1.0885	2.9344	0.455	0.2371	1.6265	0.0617	-0.4973	-0.444	-0.7438	0.7224	0.6532	-0.9483	0.1705	0.5142	-0.2647	-0.7642
AACSL	729522	-1.0796	-1.0796	-1.0796	-1.0796	1.9804	-1.0796	-1.0796	-0.2252	-1.0796	-1.0796	-0.5956	-1.0796	-0.5806	-1.0796	-1.0796	-0.5791	-1.0796	-1.0796	-1.0796
AADAC	13	-0.1532	-0.423	-1.1741	-1.133	2.1631	0.6385	-0.5694	0.0145	-0.0551	-1.3081	0.74	-0.8347	1.5857	1.2826	-0.7276	1.0282	-1.2141	0.5875	-0.4476
AADACL2	344752	1.1397	-0.3538	0.085	-0.4948	2.7582	-0.1929	-1.4975	-0.1815	0.0858	-0.141	-0.7093	-0.402	-1.8003	1.5991	-1.3502	-0.1267	-1.8003	-0.4906	0.2725
AADACL3	126767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AADACL4	343066	-2.0515	-2.0515	-0.1885	-0.9842	-1.0009	1.0301	-2.0515	-2.0515	1.4546	1.4797	-2.0515	1.1233	-0.5046	-2.0515	-1.0936	-0.5007	-2.0515	-2.0515	-0.8151
AADAT	51166	0.5488	0.3811	0.519	0.909	-2.7757	0.2641	0.6203	-2.1403	-0.4768	0.3421	0.5404	0.7856	-1.0573	0.4226	-0.3102	1.2598	0.547	-0.4281	0.0487
AAGAB	79719	-1.5911	-0.8543	-0.7575	-1.3747	0.529	0.2856	1.1537	1.027	-1.0616	-1.1363	-0.3137	-1.2921	0.7935	1.6861	0.9813	0.4878	1.266	0.2443	-0.073
AAK1	22848	0.3104	-0.5064	0.4305	-1.4396	-1.4914	0.104	1.1554	-0.7932	1.3898	-0.373	0.5634	-1.1945	-0.0976	-0.4199	0.1812	2.6318	0.3684	0.2064	-1.0257
AAMP	14	-1.1555	-1.0942	-0.7043	0.0976	0.6988	-0.9901	2.0304	0.1489	-2.005	-0.1397	0.1808	-0.4437	0.2602	-0.4061	1.7016	-0.5532	1.5055	0.4679	0.4
AANAT	15	-0.1128	-2.3423	-2.3423	-2.3423	-2.3423	-2.3423	-2.3423	-2.3423	-2.3423	-2.3423	-1.1273	0.6188	2.1901	-0.407	-1.0551	-2.3423	-2.3423	-0.4086	0.3019
AARS	16	1.3376	1.1073	1.7392	0.8569	-0.2285	0.2101	-0.2853	-1.8987	0.9765	1.3737	-0.8327	0.3663	-0.3946	-0.444	-0.5627	-0.1158	-0.6297	-1.7225	-0.8531
AARS2	57505	-1.0972	-0.3998	-1.4365	-1.8938	1.9814	-0.236	-0.1137	1.2805	-0.792	-0.2132	0.4719	-0.158	-0.403	0.332	1.1729	1.068	1.4387	-0.3135	-0.689
AARSD1	80755	0.661	1.0215	1.6472	0.6889	-0.1148	-0.4295	-0.0885	-0.8849	1.2621	0.8359	-0.9811	0.1557	1.6414	-0.977	-2.0224	-0.56	-0.0112	-1.317	-0.5272
AASDH	132949	-0.5376	0.5077	-0.4463	-0.7343	-0.6429	0.087	-0.5225	-1.0141	-0.7008	0.1432	0.963	0.8566	-1.055	1.4469	1.2922	2.001	1.0754	-1.5654	-1.1542
AASDHPPT	60496	-0.2369	-0.7579	-0.5007	-1.3169	1.719	1.1397	-0.5959	-0.2711	-0.2751	0.1861	0.45	-0.1946	-2.4062	0.919	0.619	1.3598	1.0423	-1.1509	0.2713
AASS	10157	-0.467	-0.8193	-2.0584	-0.2083	1.3926	-0.0296	0.4158	0.6391	-1.8831	-0.0665	0.6162	0.1692	-1.8913	0.5003	1.1289	0.8181	0.2687	1.1953	0.2794
AATF	26574	0.6908	-0.5598	0.7091	0.1162	-0.9869	-0.4176	1.7337	0.1042	-1.1771	0.1663	-0.1998	-0.3111	2.2089	0.8657	-1.2041	-2.1432	-0.2664	0.2642	0.4069
AATK	9625	-0.7445	1.179	-1.6811	1.5181	-1.5903	0.249	-1.3688	0.7812	-0.6382	0.9004	-0.2099	-0.1269	1.0693	-0.1656	-0.0314	-1.0927	-0.2979	0.5841	1.6663
ABAT	18	-0.9485	-1.0359	-1.5086	-1.5189	0.5579	-0.1156	1.1759	-0.0883	-1.4349	-0.0697	0.605	-0.065	-1.0539	1.4328	0.9538	1.3783	1.3025	0.732	-0.2988
ABCA10	10349	-0.0133	-0.7728	-0.8429	-0.8717	-1.7173	-0.2385	-0.1831	-1.7666	-0.7177	0.9781	1.5581	1.4639	-0.108	-0.3876	-0.0926	1.0061	0.5467	1.7567	0.4026
ABCA1	19	1.524	1.1566	0.5709	1.889	0.0101	-0.4173	-1.5045	-1.4402	0.5527	0.5115	-0.0975	0.7123	-1.6954	-0.3592	-0.7871	0.8947	-0.3103	-1.1518	-0.0585
ABCA11P	79963	-0.3541	0.0073	0.9058	0.6689	-0.2721	-0.0389	-1.8735	-1.5083	0.6297	0.5698	1.3992	0.4625	-1.3409	-1.3595	-0.0741	1.5629	1.529	-0.4131	-0.5007
ABCA12	26154	-1.5098	-1.5098	-1.5098	-1.3244	2.2716	0.219	-0.3706	1.6496	-1.012	-1.5098	-0.1341	0.1634	-0.6958	0.0646	1.3857	-0.1594	-0.8803	-0.2655	-0.9119
ABCA13	154664	-2.0146	-2.0146	-2.0146	-2.0146	2.0083	0.216	-0.2955	-0.4234	-1.6428	-1.4835	-0.6488	-0.5466	-0.1986	0.8086	0.9302	1.3843	0.717	0.181	-1.0063
ABCA17P	650655	-1.0194	1.0345	-0.803	-0.2019	-1.6652	-1.3425	1.3013	0.0294	0.1922	-0.1157	0.005	0.7795	1.3323	0.0032	-0.837	1.2593	1.8748	-0.7853	-1.0415
ABCA2	20	0.7375	0.1128	1.3232	0.3193	-1.3706	0.1673	-1.812	-1.3691	1.2625	1.0471	0.5626	0.4781	0.3499	-2.215	-0.7375	0.7636	-0.02	0.365	0.0353
ABCA3	21	1.2426	1.0153	1.7581	0.6985	-1.1361	-0.2314	-1.0995	-0.9401	1.5181	0.9272	-0.747	0.6001	0.253	-1.1347	-1.1324	0.3648	-0.2021	-1.5772	-0.1772
ABCA4	24	0.8652	0.4796	-0.5624	0.1865	1.511	-0.4567	0.0586	0.2408	0.2605	0.1643	-0.819	-0.7704	1.6196	0.372	-0.3465	-1.6727	-1.4278	-1.5827	1.8801
ABCA5	23461	-0.8933	-1.6533	-1.3858	-0.4215	1.2216	-0.0863	0.4125	0.8382	-1.9569	-0.269	1.3562	-0.1174	-0.943	0.496	1.1193	1.0346	0.5268	1.1502	-0.429
ABCA6	23460	1.115	0.2429	0.2522	0.0468	-3.0295	-0.0582	0.1909	-1.2849	0.3195	0.8922	0.9751	0.6355	-0.9419	-0.2204	-0.9086	0.5126	-0.6845	1.2226	0.7229
ABCA7	10347	-1.8001	-1.1544	-1.72	-1.3737	1.0934	0.1659	0.1421	0.5522	-1.4054	-0.4518	0.4276	0.335	1.669	1.0036	0.9689	0.5283	0.0305	0.6661	0.3226
ABCA8	10351	0.8943	0.379	-0.0709	0.6185	-2.5954	0.9239	-0.7314	-0.7118	0.1921	1.2129	1.229	0.0608	-1.0617	-0.2405	-1.8005	0.6091	-0.1915	1.0642	0.2199
ABCA9	10350	1.3536	1.0458	0.9052	0.5907	-1.949	0.4628	-1.4638	-1.4838	0.6985	1.1055	0.2	0.9916	-1.0463	-0.6261	-0.4789	0.0057	-1.2663	0.3358	0.619
ABCB10	23456	0.7119	0.9994	1.1084	0.6704	-0.1858	0.2888	-2.8202	-0.481	1.7423	0.434	-0.2289	0.5216	-1.4724	0.1909	-0.2281	0.0487	-0.8729	-0.8666	0.4395
ABCB11	8647	-1.1222	-0.9829	-2.1336	-2.1336	-2.1336	1.2872	-0.6363	0.0626	-2.1336	-0.7099	0.4908	-0.2822	-2.1336	-1.0602	2.251	1.0414	-2.1336	-0.6946	0.3552
ABCB1	5243	-1.2056	-1.1613	-2.0676	0.1019	-1.7917	2.0247	0.2603	0.2015	-0.9337	0.4208	0.9259	-0.0291	-0.0124	0.4572	-0.1748	0.8028	0.8574	0.8764	0.4474
ABCB4	5244	-0.0411	-0.1218	1.2562	1.07	-1.7372	0.0973	0.1522	-1.8668	1.8146	0.7899	-0.2903	0.5801	0.6083	0.4295	-0.9051	0.1409	-1.9289	-0.3928	0.3449
ABCB5	340273	1.0735	0.6284	0.2818	1.1605	-2.511	1.4333	-0.9505	-1.5096	0.5846	0.9363	-0.4029	1.1376	-0.417	-1.3152	0.0278	-0.6175	-2.1587	-0.2321	0.3398
ABCB6	10058	-0.1674	-0.785	-0.5091	-0.4608	3.3971	-0.621	1.414	-0.7052	-0.437	-0.1889	0.2681	-0.464	-0.5628	-0.9492	0.8367	0.365	0.5098	-0.7821	-0.1583
ABCB7	22	0.7509	0.1627	0.1094	1.8142	-1.5213	-0.6235	0.4439	0.6307	0.92	1.4407	-0.1812	1.3382	-2.0788	0.0004	-0.5723	-0.6556	-0.2314	-0.424	-1.3231
ABCB8	11194	-1.0874	-0.1359	-0.5777	-0.3177	1.5279	0.7694	-0.6071	1.1501	0.2749	-0.0361	-0.8597	-0.0285	2.6127	-1.5074	0.7076	-0.2735	-0.9826	-1.0536	0.4245
ABCB9	23457	-0.6103	-1.3712	-0.6205	-1.3274	0.5748	-0.1451	-0.1664	-0.0158	0.3726	0.9631	-0.0006	0.2581	2.5459	0.8231	0.365	0.4419	0.5805	-2.2572	-0.4103
ABCC10	89845	-0.5209	-1.0777	-0.2729	-2.3661	0.5151	-0.0828	-0.219	-0.3899	-1.0822	-0.3127	0.5692	0.2296	-0.7412	1.2276	1.2685	1.919	1.5493	-0.1587	-0.0543
ABCC11	85320	-2.4368	-2.4368	-2.4368	-2.4368	0.0531	-2.4368	1.855	-0.7879	-0.6232	-1.7098	0.039	-0.2917	1.2278	-0.5171	0.2335	-0.2584	1.5395	0.6155	-1.3754
ABCC12	94160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCC13	150000	-1.8458	-1.8458	-1.8458	-1.8458	0.1249	-1.1293	-0.5044	0.8499	-1.8458	-1.8458	-1.8458	1.1591	1.3399	-1.2955	-0.9877	1.181	-1.8458	-1.8458	-0.7381
ABCC1	4363	0.9991	0.0899	0.1826	-0.2756	3.2777	0.6236	-0.3837	0.4708	0.4004	-0.7206	-0.5324	-0.0712	-0.374	-0.329	-0.9011	0.2277	-2.0169	-0.4135	-0.2535
ABCC2	1244	0.2404	-0.7595	0.5586	0.5167	0.7517	-0.4831	-1.9492	-1.2276	0.3817	1.5452	0.3332	1.9726	0.4184	-1.0467	-0.1998	-0.183	-1.7172	-0.0729	0.9206
ABCC3	8714	-1.4629	-1.2468	-1.784	-1.4496	0.3726	0.5166	0.6705	-0.2973	-1.8676	-0.1009	0.8789	0.4758	0.2725	0.5533	0.6337	0.9154	0.9519	1.2274	0.7405
ABCC4	10257	-0.3924	-0.4486	0.3094	-0.0242	-2.3756	0.3502	0.9709	-1.8776	0.1749	0.1401	1.2186	-0.2766	-1.4445	0.4572	-0.3323	1.4874	0.5637	1.3162	0.1832
ABCC5	10057	-1.1012	-1.5801	-1.1602	-1.4899	0.671	-0.4444	1.1138	-0.1088	-1.299	-0.4644	0.7305	-0.0843	-0.2239	0.5965	0.7011	1.1184	0.8229	2.1332	0.0689
ABCC6	368	-0.7946	-1.0836	-2.4286	1.549	-1.9604	0.625	-0.1618	0.7184	-0.0199	0.3774	0.8456	0.1998	-0.1372	0.9647	0.8544	0.7054	0.7401	-0.5452	-0.4484
ABCC6P1	653190	0.8921	-2.8455	-2.8455	-0.441	-2.8455	-2.8455	-1.3939	-2.8455	-0.6004	0.3617	-2.8455	-0.951	1.6741	-0.4275	-2.8455	1.6843	0.1156	-0.914	-2.8455
ABCC6P2	730013	-2.0956	-1.1461	-0.5603	0.8823	-3.2384	0.9499	0.6286	-1.4349	-0.0738	0.3638	1.8769	0.736	-0.2117	-0.2751	-0.5044	1.2278	0.7197	-1.1146	0.0315
ABCC8	6833	0.2346	0.0005	-0.4377	-0.8452	-0.2456	1.3578	-1.2256	-0.2215	0.128	1.2603	-0.5661	0.9427	0.2094	-1.6779	-0.9592	-0.3873	2.6226	-0.7823	0.5924
ABCC9	10060	1.2214	1.1581	0.6767	1.6537	-0.6097	0.7125	-1.5197	-0.8625	1.258	1.1612	-0.0594	0.6849	-1.2943	-1.2197	-0.6808	-0.1088	-1.1842	-0.7283	-0.2592
ABCD1	215	1.1888	1.0987	1.5214	1.147	-1.1483	-0.4564	-0.7562	-2.3756	1.3093	0.9004	-0.4856	0.6323	-0.2484	-0.9926	-0.4966	0.0748	-0.3016	-0.6728	0.0614
ABCD2	225	1.1931	1.1654	1.3296	0.8776	-0.8417	0.4194	-1.7685	-1.2883	1.4256	1.0691	-0.5576	0.6696	-0.801	-0.2281	-1.0509	0.3056	-0.4086	-1.4166	-0.0938
ABCD3	5825	-1.1089	-1.2514	-0.9069	-0.897	1.1715	1.7514	0.0299	1.3766	-0.5897	-1.1861	-0.3865	-0.5699	-0.2402	1.3357	0.6986	0.6823	1.0871	0.379	-1.3755
ABCD4	5826	-0.785	-1.4722	-1.0462	-1.2957	-0.381	0.2288	0.2425	-0.5217	-1.2061	-0.3926	0.3693	0.4081	2.2259	0.147	0.9334	0.832	1.4658	-0.9449	1.1924
ABCE1	6059	-0.8663	-0.2127	-0.8954	1.338	1.1619	0.6441	-0.6158	1.3705	-1.4035	-0.6011	0.2543	-0.8685	-2.1987	0.7992	0.4755	-0.1078	-0.1054	1.6371	0.1947
ABCF1	23	-0.298	0.3101	0.3446	-0.264	-2.4677	-0.3068	1.7575	0.6905	0.39	-0.53	-0.0678	-0.58	0.6221	-0.7402	0.4941	-1.1994	-0.4064	2.306	-0.0544
ABCF2	10061	-0.0699	0.5868	0.5053	0.6051	-0.1179	1.1647	0.7049	1.4155	-0.9533	-0.9518	-0.9845	-0.9487	0.5698	-1.4404	-0.3577	-1.4489	-0.6283	2.3351	0.0143
ABCF3	55324	-0.9942	-1.1952	-1.0862	-2.2247	0.6951	-0.3856	1.2885	1.0901	-1.4331	-0.4319	-0.2259	-0.0477	1.247	1.0919	0.9093	-0.0396	0.8292	0.4537	0.4596
ABCG1	9619	0.0696	-0.2922	-1.6995	-1.1038	-1.7487	-1.021	1.481	-0.7366	-1.033	0.8293	0.9819	0.3232	-0.0749	1.3908	-0.4667	0.5642	0.3555	1.3758	0.805
ABCG2	9429	-0.4447	-1.5864	-2.3937	-0.6066	0.6696	1.0189	0.45	0.4131	-0.7267	0.1427	1.7924	-0.3962	-1.1971	0.1308	-0.2562	1.1725	0.8448	0.8945	0.0783
ABCG4	64137	-0.3036	-1.2967	-0.7781	-0.3658	3.095	1.2322	0.357	1.4247	-0.5965	-0.5221	-0.2239	-1.1042	0.0062	-0.2252	-0.6428	0.0961	0.5152	-0.766	0.0985
ABCG5	64240	-2.3456	0.218	0.2336	-2.3456	-2.3456	0.1184	-2.3456	-2.3456	-2.3456	-1.1732	1.9616	0.2176	0.432	-1.4952	-1.5967	0.7053	-2.3456	-2.3456	0.3785
ABCG8	64241	-12.9923	-12.9923	-12.9923	-12.9923	-12.9923	-12.9923	-12.9923	-12.9923	-12.9923	-12.9923	-12.9923	-12.9923	-12.9923	1.0	-12.9923	-1.0	-12.9923	-12.9923	-12.9923
ABHD10	55347	0.7514	-0.8771	0.4634	-0.9709	0.1326	0.7633	-0.207	-1.7319	0.7991	1.228	0.0268	0.7209	1.2391	-0.134	-0.2992	0.532	1.0049	-2.5398	-0.9017
ABHD11	83451	-1.3085	-1.5007	-1.0439	-1.5144	0.4831	-0.4221	1.5943	-0.0361	-1.1273	-0.8992	1.206	-0.1491	0.9041	-0.0825	1.5136	0.1917	0.583	1.2267	0.3812
ABHD12	26090	-1.1348	-1.2708	-1.405	-1.7726	0.4055	-0.0349	1.8029	0.7902	-1.2623	-0.5731	0.1555	-0.6079	0.4092	0.9987	0.0818	0.6592	1.3813	0.9735	0.4036
ABHD12B	145447	-2.4462	-0.831	-0.8211	-2.4462	1.6032	-1.7485	-0.6345	0.3156	-1.5768	0.4913	0.0694	-2.4462	-2.4462	0.9092	1.5669	0.5828	0.017	0.7863	-0.7298
ABHD13	84945	-0.4521	-0.7709	-1.0099	-1.0038	-0.3608	0.1663	0.5803	0.8998	-0.6015	-0.3975	0.5856	-0.6256	-2.3004	2.1695	0.5578	0.5807	-0.1339	1.6544	0.4622
ABHD14A	25864	-0.7018	-1.0443	-0.7738	-0.8976	-0.9777	0.2468	1.5515	-1.7787	-0.2982	1.4123	0.0915	0.2436	1.4671	1.4543	-1.1627	0.1109	0.0335	-0.2356	1.259
ABHD14B	84836	-0.68	-1.118	-1.6324	-0.8822	0.7962	-0.9442	2.0655	-0.5282	-1.8161	0.6866	0.739	-0.185	1.1036	0.572	0.4244	0.2183	1.1663	-0.3741	0.3883
ABHD15	116236	-0.6387	-1.229	-0.8177	-2.0843	-1.1609	0.2946	0.9131	-0.7514	-0.2246	-0.2976	0.8828	-0.1494	-0.2431	2.4453	0.2512	1.0601	0.7537	0.4469	0.5491
ABHD1	84696	-0.0055	-1.8528	0.7771	-0.3961	-0.4322	-0.1413	-1.8942	-0.4371	-1.1925	0.6362	0.8018	2.2331	0.8807	0.3657	0.2828	0.2233	0.6766	0.667	-1.1925
ABHD2	11057	-0.5942	-0.511	-1.0741	0.9357	1.4064	-0.2853	-0.2043	-0.3664	-1.0628	-0.3328	1.2298	-1.3355	-1.8928	1.3576	-0.0485	0.6029	0.5431	1.8569	-0.2247
ABHD3	171586	-1.2851	-1.2598	-1.8356	-1.7039	2.0978	0.2444	0.0128	0.579	-0.4767	-0.5421	0.4963	0.0458	-0.3535	1.5433	0.7487	0.3557	0.1437	0.5655	0.6237
ABHD4	63874	1.3312	0.4139	1.263	0.4098	2.097	0.5329	-1.0493	-0.7065	0.0713	0.8609	-1.1274	0.5896	-1.9127	-1.0302	-0.4038	-0.0189	0.4204	-1.0597	-0.6816
ABHD5	51099	-1.0864	-0.3696	-1.1336	1.2001	1.5487	-0.5535	0.6358	0.933	-0.8398	-1.602	0.4194	-0.8475	-0.1384	0.1987	0.3702	-0.1918	-0.7414	2.4434	-0.2452
ABHD6	57406	0.4059	0.0027	0.5044	-0.3206	1.3369	0.1659	-1.4846	2.8971	-0.0676	0.2491	-1.2077	0.5974	-0.6321	1.0482	-0.4617	-0.5749	-1.0995	-0.7499	-0.609
ABHD8	79575	0.6276	-0.068	1.3226	-0.5489	-0.6445	-0.1829	-0.2833	-2.3841	1.1091	0.7013	-0.2873	0.9293	0.8939	1.2994	-0.4964	-0.2226	0.0771	-2.1828	0.3404
ABI1	10006	-0.5994	-1.1825	-0.9758	-0.9794	1.0584	-0.138	-0.4595	2.083	-1.1594	-0.4127	0.5582	-0.1269	-1.751	1.1265	0.8279	0.002	0.3186	1.626	0.1841
ABI2	10152	0.926	1.2218	1.2667	1.6202	-1.3498	0.3703	-1.0004	-1.3836	1.3751	0.8393	0.0596	0.4029	-1.6113	-0.4511	-0.9338	0.2254	-0.4791	-0.2102	-0.8879
