Hugo_Symbol	Entrez_Gene_Id	TCGA-BL-A13J-11	TCGA-BT-A20N-11	TCGA-BT-A20Q-11	TCGA-BT-A20R-11	TCGA-BT-A20U-11	TCGA-BT-A20W-11	TCGA-BT-A2LA-11	TCGA-BT-A2LB-11	TCGA-CU-A0YN-11	TCGA-CU-A0YR-11	TCGA-GC-A3BM-11	TCGA-GC-A3WC-11	TCGA-GC-A6I3-11	TCGA-GD-A2C5-11	TCGA-GD-A3OP-11	TCGA-GD-A3OQ-11	TCGA-K4-A3WV-11	TCGA-K4-A54R-11	TCGA-K4-A5RI-11
ANXA1	301	-0.7995	-0.8257	-0.5769	-0.4778	2.2145	-0.5284	-0.0157	2.7526	-0.9381	-0.757	0.7435	-0.4297	-0.3521	-0.4981	0.1772	-0.6167	-0.4411	1.0392	0.3297
ANXA13	312	0.3995	0.7758	-1.0149	0.9731	-0.6847	2.464	-1.7044	-1.7044	-0.2237	0.0738	-1.7044	0.0662	-1.7044	-1.0658	-1.1345	-1.3912	0.4611	-1.7044	0.3014
ANXA2	302	-1.2129	-1.2844	-1.0191	-0.7132	1.6311	0.1115	0.6907	2.7318	-0.7127	-0.7414	0.2944	-0.575	0.2275	0.1469	0.6756	-0.67	-0.6291	0.9242	0.1239
ANXA2P1	303	-1.0428	-1.1435	-0.8338	-0.0608	1.0585	-0.3629	0.125	2.4386	-0.8999	-1.1302	1.4098	-0.4334	-0.3725	1.8557	-0.0563	-0.8149	0.3368	0.1409	-0.2142
ANXA2P2	304	-1.1849	-1.2363	-1.0018	-0.8277	1.5397	0.1234	0.5311	2.7549	-0.655	-0.6422	0.6281	-0.6044	-0.5434	0.2603	0.7183	-0.5515	-0.4254	1.0744	0.0422
ANXA2P3	305	-0.9703	-0.7917	-0.4125	-0.8973	0.6116	-0.7895	0.6493	1.6859	-0.1239	-1.197	1.9687	0.5989	-0.2231	1.8075	-0.5432	-1.4162	0.7737	-0.2446	-0.4864
ANXA3	306	-0.9837	-0.6829	-0.8593	0.0506	2.2053	0.4455	0.0492	2.411	-1.1366	-0.3953	-1.5971	0.0954	0.0974	0.3207	0.4601	-0.0772	0.8459	-0.3855	-0.8637
ANXA4	307	-1.2024	-1.8549	-0.8306	-1.8497	0.2138	0.8845	0.977	0.0743	-1.8017	-0.2004	0.4631	0.1233	0.9435	1.0904	1.2711	0.7884	0.5682	0.1592	0.1829
ANXA5	308	0.3724	0.9451	1.5137	1.4632	-1.5079	1.0669	-1.1898	-0.4499	1.2943	0.776	-0.1824	-0.184	-1.2278	-0.3487	-1.286	-0.1818	-1.6039	0.3114	0.4191
ANXA6	309	1.188	1.1257	1.3152	1.2232	-0.7231	0.1308	-1.1385	-1.0671	1.4457	0.8995	-0.7675	0.9554	0.1396	-1.0543	-1.0306	-0.0986	-1.3917	-1.2528	0.101
ANXA7	310	-0.1077	-0.213	0.3137	0.2622	0.9816	-0.6647	-0.0892	0.0551	-0.6627	0.4265	0.0008	-0.6669	-2.8672	2.6943	0.1355	-0.2947	-0.3675	0.4691	0.5948
ANXA8	653145	-1.6758	-1.6303	-1.4667	-1.6921	1.2111	0.5771	0.683	1.0018	-1.5703	0.0306	0.471	0.326	0.6803	0.0723	0.8404	0.5402	0.4878	0.8124	0.3013
ANXA8L1	728113	-1.7317	-1.7317	-1.7317	-1.7317	-0.1948	1.9089	-0.1833	-1.7317	-1.7317	-1.7317	-1.7317	-1.7317	-1.7317	-1.7317	-1.7317	-1.0032	-1.7317	-0.5276	-1.7317
ANXA8L2	244	-2.458	-2.458	-2.0181	-2.2059	1.278	0.2224	0.4803	1.1326	-1.6788	-0.3725	0.1484	-0.1411	0.0655	0.339	0.8549	0.4953	0.3749	0.741	0.2841
ANXA9	8416	-1.2432	-1.3589	-1.2446	-1.2332	1.4952	0.4179	0.0188	1.0755	-1.419	-0.4936	-0.5539	0.455	0.0949	1.0426	0.9821	0.9987	1.4462	0.4435	-0.924
AOAH	313	-1.3102	-0.4482	-1.612	-1.2379	-0.6134	1.1211	-0.046	0.6997	-1.4814	-0.3435	0.1647	0.199	2.0613	0.6144	0.2272	0.3647	-0.6361	0.5726	1.704
AOC2	314	-0.911	-0.8084	-0.7965	-0.8768	-0.4566	-0.1643	1.3006	-0.8845	-1.7617	-0.0752	0.6708	-0.3446	-0.9895	1.3294	-0.1126	1.3468	1.1386	1.9004	0.4951
AOC3	8639	1.3631	1.1185	1.2686	1.2433	-0.4893	0.0195	-1.033	-1.0585	1.5517	1.0839	-0.8851	0.9093	-1.2855	-0.7761	-1.0864	0.0389	-0.7898	-1.0108	-0.1823
AOX1	316	1.7573	0.7946	0.6185	0.6486	-1.2669	0.6325	-1.7939	0.1034	1.2842	1.416	-0.2454	0.1276	-0.8592	-0.8257	-1.1593	-0.1564	-1.5023	-0.2208	0.6469
AOX2P	344454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP1AR	55435	-0.2037	0.7107	-0.2229	2.6309	0.4142	-0.202	-0.1111	-0.259	-0.9691	-0.504	-0.2206	-0.1957	-2.8245	1.2332	0.2316	0.525	0.1307	0.0796	-0.2435
AP1B1	162	-1.4469	-1.3942	-1.3731	-1.7075	1.2169	0.1598	0.6225	1.3599	-0.8999	-0.5788	-0.189	-0.8179	0.6882	0.1465	1.1219	0.8361	1.2714	0.5808	0.4033
AP1G1	164	-1.1502	-0.607	-1.5099	-0.3956	1.1028	0.2647	-0.5891	2.1148	-0.7903	-0.2826	0.5546	-0.634	-1.5759	0.901	0.6548	0.6287	0.6319	1.4813	-0.7997
AP1G2	8906	-1.4645	-1.5364	-1.6992	-1.5475	0.605	-0.0676	0.8156	0.316	-1.6885	-0.1967	0.754	0.2382	0.8399	0.5742	0.8731	0.7029	1.0156	1.02	0.4458
AP1M1	8907	0.9879	0.6586	1.719	-0.6244	-0.7109	-0.2861	-0.7415	-1.537	1.8409	0.8399	-1.4434	-0.0842	1.0733	0.5137	-1.2327	-0.6922	-0.5825	-0.4663	0.7679
AP1M2	10053	-2.1829	-2.4061	-2.4061	-2.1706	0.6488	0.3424	0.6893	0.475	-1.9399	-0.1797	0.3359	0.0959	0.5098	0.8039	0.6725	0.4684	0.7189	0.4531	0.2593
AP1S1	1174	-1.523	-1.5532	-1.1891	-1.6113	0.2578	0.6463	1.5241	-0.0862	-1.154	-0.6871	0.2292	-0.2356	1.1205	0.7805	1.1682	0.6634	1.3404	0.0605	0.2486
AP1S2	8905	1.2066	1.2793	1.0941	1.1698	-1.1949	0.8368	-1.7822	-0.5875	1.167	0.8662	-0.4786	0.5157	-0.1647	-0.4094	-0.8418	-0.6373	-1.3475	-1.2734	0.5818
AP1S3	130340	-1.4599	-1.2714	-2.2033	-0.8071	0.3362	0.4024	0.7755	0.935	-1.6431	-0.4235	0.5884	-0.0323	0.1824	0.1706	0.9238	0.7979	0.8716	1.5339	0.323
AP2A1	160	0.3901	-0.1278	0.9847	-0.3624	0.9616	0.7157	-2.2953	0.3127	1.7526	0.4948	-0.8162	0.5142	-1.516	1.0614	0.3481	-0.7845	-0.9074	-1.2092	0.483
AP2A2	161	1.3947	1.0904	0.8975	0.1671	-2.1138	-0.99	-0.5105	-1.445	1.3532	0.6567	-1.5463	0.7743	0.5538	-0.8428	0.5335	-0.2096	-0.0569	-0.3966	0.6904
AP2B1	163	-0.09	-0.1991	-0.101	-0.2826	-2.9095	0.8348	0.4682	-1.8185	0.6301	0.6053	0.2727	-0.1376	1.1767	1.3564	-0.975	0.4958	0.4986	0.6495	-0.4749
AP2M1	1173	1.697	0.2595	1.9395	-0.0715	0.548	-0.606	-0.8955	-0.8833	1.4693	0.3558	-1.3363	-0.5001	1.1397	0.2936	-0.3636	-1.4079	-1.3337	-0.5941	0.2895
AP2S1	1175	-0.828	-0.4918	-0.3338	-0.6966	1.341	0.1485	0.3013	1.0235	-0.1585	-0.7041	-0.896	-0.353	3.1326	0.4424	0.1129	-0.994	-0.4807	-1.196	0.6305
AP3B1	8546	-0.0924	-0.2744	0.0491	-0.1336	1.2326	0.5512	-0.0917	1.3461	0.3137	-0.2277	-0.2504	-0.4409	-3.5055	0.993	0.6521	0.3408	0.5709	-0.2253	-0.8078
AP3B2	8120	-1.5801	-1.6567	0.3283	-0.0815	-1.0279	1.259	1.3652	-0.7163	-0.5331	-0.3806	1.0624	0.7444	-0.4391	-1.2656	-0.6912	1.3019	1.2876	0.9389	0.0846
AP3D1	8943	1.372	1.4419	1.6147	-0.5158	0.0088	-1.3796	-0.4655	0.8455	1.3315	-0.8218	-1.0374	-0.8702	-1.7457	0.5921	0.6652	-0.1032	-0.1696	0.281	-1.0438
AP3M1	26985	0.5148	-0.0372	0.9374	-0.0852	-0.5287	0.1881	-0.7393	-0.6607	0.8826	0.0516	-0.0693	-0.1964	-3.2705	1.741	0.0913	1.2259	0.0845	0.4204	-0.5502
AP3M2	10947	-0.0436	-0.2464	-0.2343	-1.8385	-0.695	0.5621	-0.5933	-1.4879	-0.1045	0.4324	0.8275	0.0847	0.7171	-1.3547	-1.0499	1.7182	1.5557	1.5428	0.2076
AP3S1	1176	1.1146	0.6736	1.5632	0.69	1.2626	0.2335	-0.6347	0.3151	1.1743	0.4377	-1.2187	0.4404	-2.3275	-0.0855	-1.1602	-0.4992	-0.498	-1.2967	-0.1844
AP3S2	10239	1.0038	0.4035	2.1638	-0.2758	-0.6232	-0.4906	0.8377	-2.0358	0.6042	0.5605	-1.4457	0.7924	-0.6721	-0.0327	0.2208	0.2815	0.7901	-1.6838	-0.3985
AP4B1	10717	-0.697	-1.3261	-0.7835	-1.8626	0.7502	-0.5156	-0.13	0.2621	-0.8094	-0.0497	0.3537	1.0791	2.8803	0.5582	0.4812	0.1343	0.5134	-0.8307	-0.0079
AP4E1	23431	0.7088	1.4765	0.781	0.5341	-0.1573	-0.0829	-0.4335	0.0779	0.8739	0.4077	-0.0156	-0.1417	-2.9958	0.1307	-0.135	1.521	-1.5522	-0.4101	-0.5874
AP4M1	9179	1.26	0.6868	1.0483	-0.8471	0.4677	-0.3869	-0.4447	-0.8657	1.8196	-0.0404	0.0665	0.9839	0.5643	-0.9828	-0.6009	-0.3235	0.6809	-2.6718	-0.414
AP4S1	11154	1.1467	1.669	1.4189	1.323	-0.5745	0.23	-0.6135	-0.7359	0.8628	0.9174	-0.351	0.4024	-0.1932	-2.1917	-0.9904	-0.6665	-1.2745	-0.2176	-0.1614
APAF1	317	-0.3975	-0.2338	-1.9702	-0.5341	-1.8426	1.2128	0.0833	-0.8087	-0.438	-0.0961	1.5873	0.1098	-0.4094	1.6652	0.9537	1.3882	0.5038	-0.2636	-0.5101
APBA1	320	0.1928	-0.5618	-0.2693	-0.4255	1.2975	-0.1319	-0.543	-0.4753	0.1291	0.0804	0.3327	0.1088	-2.4251	0.6586	-0.2275	1.208	2.5779	-0.3215	-1.2048
APBA2	321	-1.055	-1.2082	-0.6038	-1.5838	-0.9631	1.6696	1.2156	0.2926	-1.2457	-0.289	0.7138	0.2635	2.0884	-0.2192	-0.8122	0.7366	0.2496	0.1455	0.6048
APBA3	9546	-1.3151	-0.6698	-0.1638	-1.1568	-0.0738	-0.2174	1.0638	-0.9731	-0.5659	-1.0263	-0.5279	-0.0757	2.7666	1.6575	0.9042	-0.383	0.3993	-0.0199	0.3769
APBB1	322	1.4441	0.9722	1.5416	1.3076	-1.2748	-0.07	-0.7785	-1.1556	1.1638	0.9843	-0.376	0.8211	-0.169	-1.1622	-1.2914	-0.0994	-0.6488	-1.2988	0.09
APBB1IP	54518	-0.6242	0.4024	-1.0641	-1.1261	-0.7025	2.0804	-0.8743	0.2059	-0.0086	0.6511	-0.5159	0.751	1.3954	0.9355	-0.7353	-0.214	-1.3841	-0.909	1.7363
APBB2	323	1.1796	1.0073	1.01	1.7018	-1.5228	0.5817	-1.4988	-0.703	0.9657	1.3171	0.3592	0.4567	-0.8904	-0.535	-0.9773	-0.1747	-1.3073	-0.6091	-0.3608
APBB3	10307	-0.8398	-0.2521	-0.3962	-0.6139	0.5798	-1.6104	-0.8264	0.009	-1.8673	0.1808	1.2567	1.8079	0.2805	-1.5535	0.6426	0.6923	1.2234	0.5758	0.7107
APC2	10297	-1.6946	-1.9341	0.2179	-0.0374	1.0615	0.219	-1.1745	1.1926	-1.2588	1.0449	0.2081	-0.469	1.0327	1.2362	-1.1779	0.064	1.1669	0.0312	0.2714
APC	324	1.0007	1.2923	1.0488	0.763	0.0746	0.3385	-1.5671	0.2769	1.1423	0.391	-0.0275	0.3218	-2.5178	0.322	-0.3105	0.6026	-0.67	-1.2609	-1.2208
APCDD1	147495	-0.7152	-1.2035	-0.543	-0.5223	-1.7227	1.602	0.9403	-0.7073	0.0281	-0.3696	1.682	0.0495	-1.1335	-0.5121	-0.7746	1.5912	0.4838	0.9546	0.8722
APCDD1L	164284	1.4247	0.9532	1.1658	0.6565	0.1651	0.0479	-1.9064	-1.6552	1.2999	0.8596	-0.6121	0.9523	-1.3989	-0.6536	-0.841	0.5442	-0.719	-0.468	0.1851
APCS	325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
APEH	327	-1.1631	-1.4287	-1.1831	-1.7837	-0.0195	-0.107	1.9164	0.1018	-0.4598	-0.7637	0.0734	-0.3851	1.9073	0.7107	0.9069	0.1569	1.1502	0.1954	0.1746
APEX1	328	-1.4553	-1.4388	-0.9996	-0.9411	0.4623	0.6185	1.672	-0.786	-0.7792	-0.0204	-0.4603	0.3016	0.0779	1.0855	0.3058	0.2692	2.388	-0.8242	0.5239
APEX2	27301	-1.5358	-1.6043	-1.1671	-1.7064	1.3445	0.4388	1.3118	0.4437	-1.1047	-0.3438	0.1343	-0.5814	1.0187	0.1003	1.2577	0.1981	1.1384	0.3282	0.3289
APH1A	51107	-1.3634	-1.5904	-1.6962	-1.8265	0.5818	0.8258	1.1192	0.616	-1.2174	-0.2397	0.6804	-0.4896	0.5713	0.9155	0.8966	0.2347	0.9834	0.5856	0.4128
APH1B	83464	0.171	-0.5559	-0.4261	-0.5313	-2.67	0.185	0.7189	-1.5916	-0.2743	0.7285	1.5001	0.3632	-0.4028	-0.0378	-0.6539	1.278	1.584	0.1147	0.5004
API5	8539	1.1054	0.2739	1.4251	1.1841	0.1048	0.3728	-1.7435	0.37	0.9915	0.8504	-1.1864	-0.4144	-2.4763	-0.3052	0.0641	0.6749	0.0861	-0.5959	-0.7814
APIP	51074	0.6599	1.3551	-0.3779	1.9903	0.4461	-0.6635	-0.7387	-0.9747	-0.1302	-0.9688	-0.3238	0.2436	-0.8911	-1.3319	2.4687	-0.2652	-0.4524	0.4415	-0.4869
APITD1	378708	0.3895	-0.4689	-0.277	-0.4849	0.9617	0.6946	0.5248	-0.2407	1.1432	-1.025	-0.7705	-0.0822	1.0095	0.7494	0.5542	0.0582	0.9038	-3.2838	-0.3561
APLF	200558	0.152	0.8688	1.1812	0.3199	-1.2597	-0.8604	1.3021	-0.1953	-0.0974	-1.035	1.7989	0.1803	-1.4131	-0.1948	-1.4465	1.3649	0.1786	0.5615	-1.4061
APLN	8862	0.3621	1.2716	0.9201	1.2435	-1.1822	0.0592	-0.8714	-1.0122	2.0088	0.7437	-0.0829	0.3082	0.2547	-1.948	-0.0721	0.3973	-0.5903	-1.6031	-0.2069
APLNR	187	-0.5859	0.2294	0.2819	0.173	-1.0109	1.5052	0.4675	-0.9043	0.4081	1.7046	-0.4736	0.5204	1.5477	0.0251	0.2841	-0.3732	-2.4636	-1.3842	0.0486
APLP1	333	-0.9703	-0.1739	-0.1992	0.5577	-1.7993	0.8601	1.6757	-0.1493	1.9841	1.5819	-0.4759	-0.0868	0.2611	-0.6041	-0.2706	-0.8337	-0.5299	-1.5029	0.6753
APLP2	334	0.3143	-0.0456	0.2467	-0.0289	-1.7571	0.8004	-0.2258	-1.2216	0.8358	0.6813	0.6541	-0.2394	-2.9504	1.295	-0.3589	0.8701	0.5225	0.6144	-0.007
APOA1	335	-1.311	-0.4743	-0.463	0.87	-0.1277	-0.2026	-1.6765	-0.7288	1.6789	0.1819	-0.3672	0.17	2.4419	-0.58	-1.0263	0.3544	-0.5936	0.6807	1.1732
APOA1BP	128240	-0.3341	-0.5136	-0.2803	0.0949	1.3539	-0.2555	1.2931	-1.0283	-0.264	0.0745	-0.7559	-0.339	3.331	-0.1939	-0.1833	-1.0793	-0.0027	-0.9034	-0.0142
APOA2	336	-1.4243	-1.4243	-1.4243	-1.4243	-1.4243	1.3953	-1.4243	-1.4243	-0.4981	-1.4243	-1.4243	-1.4243	-0.8973	-1.4243	-1.4243	-1.4243	-1.4243	-1.4243	-1.4243
APOA4	337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
APOA5	116519	-4.7782	-4.7782	-4.7782	-4.7782	-4.7782	0.5955	-4.7782	-4.7782	-4.7782	-4.7782	1.2966	-4.7782	-4.7782	-0.6511	-4.7782	-1.241	-4.7782	-4.7782	-4.7782
APOB	338	1.5095	1.4431	1.4383	0.7833	-0.5433	-0.0268	-1.8473	-1.4541	1.1564	0.6264	-0.2435	0.1159	0.2093	-2.1134	-0.6591	0.2003	-1.3981	-0.6449	-0.6653
APOB48R	55911	-1.0829	-0.6549	-2.0462	-1.3858	-0.39	0.5116	1.4783	-0.3402	-1.6823	-0.55	0.6842	0.1399	0.8597	0.2625	0.4407	1.0262	1.437	0.6269	0.6652
APOBEC1	339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
APOBEC2	10930	0.886	0.8719	-0.7112	1.1394	-0.6566	0.4226	1.4447	-0.5577	0.7005	1.1057	-0.3113	0.0459	-2.2326	-1.1712	0.0256	0.9722	-0.0003	-1.8758	-0.0978
APOBEC3A	200315	-1.0941	-0.2102	-2.7246	-0.6845	0.6775	-0.444	0.7616	2.085	-1.6532	-1.7138	0.4164	0.4065	0.0699	-0.305	1.5901	0.0685	-1.0707	0.9472	0.1527
APOBEC3B	9582	-2.0552	-1.0072	-1.8378	-0.9458	0.3417	1.5434	1.0446	0.0963	0.7807	-0.6798	0.2632	0.3473	1.409	0.4452	0.8188	-0.0062	-1.135	0.6886	-0.1117
APOBEC3C	27350	-1.4284	-0.6312	-0.9779	-0.7389	-1.5375	1.3234	0.1951	-0.2163	-0.5002	0.3994	0.9473	0.3746	-0.8988	0.5969	1.8974	1.3173	1.3146	-0.443	-0.9937
APOBEC3D	140564	-1.3384	-1.3923	-1.6762	-1.946	-0.4323	0.4372	0.6569	-0.0735	-1.192	-0.0114	0.4815	0.5029	1.3055	0.7101	1.1418	0.9199	1.1348	0.3185	0.4531
APOBEC3F	200316	-0.9932	-1.2737	-1.4302	-1.7898	-1.0605	0.9846	1.1723	-0.5812	-1.0225	-0.19	0.363	0.3824	1.1982	0.4506	1.2267	1.0975	1.2271	-0.0977	0.3364
APOBEC3G	60489	-1.7919	-1.659	-1.0474	-1.3751	-0.497	0.6671	1.2444	-0.1035	-1.5353	-0.0229	0.4602	0.2546	1.0577	0.5292	1.2294	0.6949	1.1099	0.0529	0.7317
APOBEC3H	164668	-1.9385	-2.5563	-0.8663	-1.9044	-0.3488	0.8908	0.4659	0.4995	-1.9476	-0.1443	0.871	0.3807	0.9453	0.6342	0.5992	0.3396	0.2726	-0.129	1.3801
APOBEC4	403314	-1.7457	-1.7457	-1.7457	-0.7769	-1.7457	-1.7457	-1.7457	-1.7457	-1.7457	-1.7457	1.9398	-1.7457	-1.7457	-0.0419	-1.7457	-1.7457	-0.5191	-1.7457	-0.6018
APOC1	341	-0.872	-0.3169	-1.5162	-0.8615	-0.3104	0.6712	0.9343	0.1782	-1.159	-0.0133	-0.0013	0.3149	2.5679	0.8796	-1.0376	-1.3629	0.1886	0.4145	1.3019
APOC1P1	342	-1.8923	-1.8923	-1.8923	-1.0051	-1.8923	-0.7297	-1.8923	-1.8923	-1.8923	0.1773	-1.8923	-1.8923	1.5575	-1.8923	-1.8923	-1.8923	-1.8923	-1.8923	-1.8923
APOC2	344	-1.7176	-1.6426	-2.2622	-1.4907	0.9423	0.4583	-0.357	0.0781	-1.38	-0.2797	-0.4779	0.9956	1.3113	1.1452	0.5199	0.0075	0.3846	0.0038	1.4988
APOC3	345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
APOC4	346	-3.7394	-3.7394	-3.7394	-3.7394	0.2887	-3.7394	-3.7394	-3.7394	-3.7394	-3.7394	-3.7394	-3.7394	-3.7394	0.3759	-1.6654	-3.7394	-3.7394	-3.7394	1.0009
APOD	347	1.5934	1.1017	0.38	1.0554	-1.6824	-0.2335	-1.2444	-0.2755	-0.4118	2.3035	-0.266	0.4418	0.2628	-1.119	-0.202	-0.925	-0.9121	-0.5164	0.6495
APOE	348	-1.1044	-0.1491	-1.1766	-0.0831	-0.6732	0.3624	0.2105	0.8756	-0.8568	0.121	-0.5208	-0.1976	2.8626	0.7033	-0.0536	-0.9464	-0.6529	-0.6013	1.8806
APOF	319	-1.0	-2.7494	-2.7494	-2.7494	-2.7494	-2.7494	-2.7494	-2.7494	-2.7494	-2.7494	-2.7494	-2.7494	1.0	-2.7494	-2.7494	-2.7494	-2.7494	-2.7494	-2.7494
APOH	350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
APOL1	8542	-1.6576	-1.4275	-1.586	-0.8279	0.9139	0.1559	1.2101	-0.8438	-1.2561	-0.6344	0.467	0.8466	0.4901	0.068	1.4738	-0.1124	1.2387	0.7138	0.7679
APOL2	23780	-0.6302	-0.7759	-0.5551	0.5847	0.6353	-0.1739	0.4569	-2.3475	-0.8932	-0.3464	-1.0447	0.7625	0.428	-0.5391	2.3424	-0.5032	1.0698	0.5663	0.9632
APOL3	80833	-0.0759	-0.893	-0.9872	-0.948	-0.5051	0.7729	-0.2585	-0.298	-1.1511	0.8065	0.0145	0.9608	1.4098	0.0023	2.3984	-0.9661	0.3616	-1.6268	0.983
APOL4	80832	-1.8743	-0.815	-1.846	-0.7065	0.2084	0.9121	1.3877	-0.7239	-1.08	-0.9447	0.6798	0.017	1.5648	0.1389	1.2244	0.7082	0.4925	0.0612	0.5956
APOL5	80831	-2.5248	-2.5248	-2.5248	1.2045	-2.5248	-2.5248	-2.5248	-2.5248	-2.5248	-0.3204	-2.5248	1.1585	-2.5248	-0.9259	-1.1167	-2.5248	-2.5248	-2.5248	-2.5248
APOL6	80830	-0.7751	-1.0936	-1.251	1.4538	1.0208	1.6584	-1.054	-0.5802	-1.1994	-0.3456	-0.5379	-0.0808	-0.3194	0.4036	2.2657	0.1886	0.0485	-0.5996	0.797
APOLD1	81575	0.7814	-0.4381	-1.1921	1.978	-2.4336	0.8521	-0.0464	1.1993	-1.0176	0.7709	0.9811	0.2941	0.2811	-0.2523	-0.83	-0.5214	-0.5433	0.6553	-0.5183
APOM	55937	-0.1458	-0.9346	-0.008	0.4877	0.0425	0.9071	0.9679	-0.2132	-0.3201	-0.0305	0.8743	0.2929	1.3758	-2.4591	0.5048	-1.0201	0.3316	-1.9922	1.3389
APOO	79135	-1.5153	-1.256	-1.7662	-0.7598	2.2928	0.5929	1.5909	0.5738	-0.2029	-0.8174	-0.6321	0.0097	0.7553	0.5248	0.622	0.3903	0.3874	-0.3466	-0.4436
APOOL	139322	0.8329	0.904	1.14	0.7116	-0.1311	0.6323	-1.457	-0.1261	0.9497	0.5014	-0.0011	-0.0475	-2.7291	-0.2415	-0.0885	0.9569	0.0369	0.0374	-1.8813
APP	351	0.8653	0.6701	0.8618	1.0541	-1.5419	1.168	-0.4545	-1.6557	1.0699	1.0593	0.413	0.5481	-2.2538	-0.3157	-1.0083	0.3146	-0.1859	-0.2474	-0.3609
APPBP2	10513	1.0445	0.8235	0.8446	0.5974	-0.9475	0.6423	-0.4034	-0.3806	0.8633	0.8721	-0.1282	0.4076	-3.2724	0.6954	-0.7161	0.5139	-0.2781	-0.3503	-0.8279
APPL1	26060	0.9286	0.9021	0.9133	1.7007	0.3408	0.5586	-1.4259	-0.2408	0.9033	0.8975	-0.6859	0.1505	-2.1308	0.6604	-0.9136	-0.0012	-0.1932	-1.5819	-0.7826
APPL2	55198	-0.5518	-1.6712	-1.8331	-1.3848	-0.4321	1.2428	-0.1105	0.8812	-1.3836	0.4234	1.1195	0.7878	-0.2013	1.3901	1.0589	0.7611	0.2786	-0.5851	0.2101
APRT	353	-1.4429	-1.0438	-1.1988	-1.3651	1.3546	-0.0003	1.2495	0.882	-1.0582	-0.6741	-0.0035	-0.8362	2.1512	0.0679	0.5573	-0.1697	0.7684	0.0427	0.7189
APTX	54840	-1.0093	-0.9619	-0.5939	-1.2124	1.6146	0.1665	1.0866	0.5165	-1.8	-0.8096	-0.1545	-0.2877	2.2476	-0.0454	0.982	-0.0673	0.9613	-0.3514	-0.2817
AQP10	89872	-2.1733	-0.0511	-2.1733	-0.5313	-2.1733	1.9175	-0.4573	-0.344	-2.1733	1.6863	1.1319	0.3521	-2.1733	-2.1733	-0.3585	-1.5699	-0.6668	-1.1906	0.0818
AQP11	282679	0.5129	-0.2124	0.5263	0.0918	-0.7211	-0.3062	-1.1312	-0.2828	3.0028	0.2403	-0.2909	0.8629	-0.4818	1.3908	-1.817	-0.1151	0.0657	-0.3909	-0.944
AQP12A	375318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AQP12B	653437	-5.2377	-5.2377	-5.2377	-5.2377	-5.2377	-5.2377	-5.2377	-5.2377	-5.2377	-5.2377	1.0	-5.2377	-5.2377	-1.0	-5.2377	-5.2377	-5.2377	-5.2377	-5.2377
AQP1	358	1.2689	0.8162	1.5161	1.0564	-1.2644	0.3813	-1.1631	-0.3424	0.7674	1.6629	-0.3648	0.9078	-0.006	-1.3533	-0.9275	-0.6131	-0.9027	-1.3775	-0.0622
AQP2	359	0.42	1.6233	-0.9212	2.0354	-0.4753	-0.764	-1.3347	-1.2919	0.9646	-1.8524	0.0131	-1.1767	0.8575	0.6242	-1.8524	0.304	-1.8524	-0.3422	-0.5361
AQP3	360	-1.7672	-1.5887	-1.7299	-1.267	1.0466	0.1806	0.958	0.8661	-1.5768	-0.0538	0.7523	0.1229	0.2337	0.5544	0.7327	0.3455	0.5477	1.1542	0.4887
AQP4	361	-0.5737	-0.9476	-2.819	-0.4925	-0.5166	0.1237	0.8876	-0.5667	-0.3841	0.1035	0.775	-0.0266	-2.079	0.6615	0.467	-0.6884	2.0926	-0.8091	1.9734
AQP5	362	-1.5235	-0.1511	-0.145	-0.073	2.4959	0.1401	-0.6738	-0.7377	0.5279	-0.1457	-0.9071	-0.3973	0.9603	2.3179	-0.8757	-0.5506	-1.2074	-0.7545	0.1769
AQP6	363	-3.0427	0.9343	-3.0427	1.7581	-3.0427	0.0262	-3.0427	-0.7371	0.5523	1.2746	-0.8662	0.9337	-3.0427	-0.1433	-3.0427	-0.8026	-1.9265	-0.3275	-0.6762
AQP7	364	0.8764	0.7532	0.1212	0.2915	-1.7585	-0.0429	0.9909	-1.2664	-2.1102	0.3645	1.0216	-0.1989	-0.3536	-0.5259	-1.0427	0.6684	0.3232	2.038	-0.15
AQP7P1	375719	0.9858	0.4436	0.8487	1.4625	0.1095	-0.253	-1.4614	1.8157	0.3146	0.1076	0.1591	0.2813	0.883	-0.5202	-0.5445	-0.9619	-1.4952	-2.1775	0.0025
